gene	cell_type	n_ad_with_reads	n_ct_with_reads	n_ad_total	n_ct_total	jackknife_max_change_ratio	jackknife_worst_donor	direction_consistency	dominant_isoform	verdict	note
FUT8	Excitatory_neuron	7	6	13	8	0.282	PO11	0.5714	FUT8-216	FAIL	Direction 0.57 < 0.6
FXR1	Excitatory_neuron	12	8	13	8	0.3656	SMC041	0.75	FXR1-203	PASS	
FYN	Excitatory_neuron	9	8	13	8	0.3874	SMC038	0.3333	transcript160449.chr6.nic	FAIL	Direction 0.33 < 0.6
FZD3	Excitatory_neuron	10	7	13	8	0.7011	SMC039	0.7	FZD3-204	FAIL	Jackknife 0.70 ≥ 0.5
FZD6	Excitatory_neuron	5	4	13	8	0.0		1.0	transcript151676.chr8.nic	PASS	
G3BP2	Excitatory_neuron	12	7	13	8	0.2595	PO28	0.3333	G3BP2-241	FAIL	Direction 0.33 < 0.6
GAA	Excitatory_neuron	9	8	13	8	0.4375	SMC032	0.8889	GAA-209	PASS	
GABARAPL1	Excitatory_neuron	11	8	13	8	0.396	SMC041	0.3636	GABARAPL1-218	FAIL	Direction 0.36 < 0.6
GABPB1	Excitatory_neuron	8	5	13	8	0.1947	SMC038	0.5	GABPB1-201	FAIL	Direction 0.50 < 0.6
GABRA1	Excitatory_neuron	12	8	13	8	0.8731	SMC049	0.5833	GABRA1-219	FAIL	Jackknife 0.87 ≥ 0.5; Direction 0.58 < 0.6
GABRA2	Excitatory_neuron	11	8	13	8	0.5023	PO28	0.3636	GABRA2-202	FAIL	Jackknife 0.50 ≥ 0.5; Direction 0.36 < 0.6
GABRA5	Excitatory_neuron	8	8	13	8	0.3201	SMC049	0.625	GABRA5-201	PASS	
GABRB2	Excitatory_neuron	12	7	13	8	0.2712	SMC049	0.8333	GABRB2-202	PASS	
GABRB3	Excitatory_neuron	12	8	13	8	1.4953	SMC032	0.3333	GABRB3-202	FAIL	Jackknife 1.50 ≥ 0.5; Direction 0.33 < 0.6
GABRG2	Excitatory_neuron	12	8	13	8	0.2926	PO28	0.3333	GABRG2-215	FAIL	Direction 0.33 < 0.6
GAD1	Excitatory_neuron	11	7	13	8	0.0258	SMC049	0.0	GAD1-202	FAIL	Direction 0.00 < 0.6
GAK	Excitatory_neuron	13	6	13	8	0.3447	SMC038	0.4615	GAK-201	FAIL	Direction 0.46 < 0.6
GALK2	Excitatory_neuron	10	6	13	8	0.1351	SMC032	1.0	GALK2-201	PASS	
GALNS	Excitatory_neuron	8	6	13	8	0.0603	SMC038	0.875	GALNS-203	PASS	
GALNT1	Excitatory_neuron	9	6	13	8	0.0		1.0	GALNT1-201	PASS	
GALNT11	Excitatory_neuron	11	7	13	8	1.2416	SMC049	0.1818	GALNT11-208	FAIL	Jackknife 1.24 ≥ 0.5; Direction 0.18 < 0.6
GALNT14	Excitatory_neuron	7	5	13	8	1.1253	PO28	0.1429	transcript36336.chr2.nic	FAIL	Jackknife 1.13 ≥ 0.5; Direction 0.14 < 0.6
GALNT16	Excitatory_neuron	11	7	13	8	0.8574	SMC038	0.7273	GALNT16-202	FAIL	Jackknife 0.86 ≥ 0.5
GALNT2	Excitatory_neuron	9	6	13	8	0.2187	SMC041	1.0	GALNT2-204	PASS	
GALNT7	Excitatory_neuron	11	7	13	8	0.5367	SMC049	0.6364	GALNT7-201	FAIL	Jackknife 0.54 ≥ 0.5
GALNT9	Excitatory_neuron	10	7	13	8	0.0784	SMC049	0.7	GALNT9-201	PASS	
GALNTL6	Excitatory_neuron	11	7	13	8	0.819	PO42	0.3636	GALNTL6-203	FAIL	Jackknife 0.82 ≥ 0.5; Direction 0.36 < 0.6
GAN	Excitatory_neuron	11	6	13	8	1.3777	SMC049	0.2727	GAN-202	FAIL	Jackknife 1.38 ≥ 0.5; Direction 0.27 < 0.6
GAPDH	Excitatory_neuron	13	8	13	8	0.1942	SMC049	0.0	GAPDH-201	FAIL	Direction 0.00 < 0.6
GAPVD1	Excitatory_neuron	12	8	13	8	1.0284	SMC049	0.5	GAPVD1-219	FAIL	Jackknife 1.03 ≥ 0.5; Direction 0.50 < 0.6
GARNL3	Excitatory_neuron	10	7	13	8	0.0367	PO11	0.9	transcript207155.chr9.nnic	PASS	
GARS1	Excitatory_neuron	10	8	13	8	0.2549	SMC038	0.3	GARS1-201	FAIL	Direction 0.30 < 0.6
GARS1-DT	Excitatory_neuron	10	6	13	8	0.0855	SMC038	0.9	GARS1-DT-239	PASS	
GART	Excitatory_neuron	8	7	13	8	1.3669	SMC049	0.625	GART-203	FAIL	Jackknife 1.37 ≥ 0.5
GAS2	Excitatory_neuron	9	8	13	8	0.2263	PO11	0.6667	transcript32910.chr11.nic	PASS	
GAS6	Excitatory_neuron	13	8	13	8	0.1098	SMC041	0.3077	GAS6-204	FAIL	Direction 0.31 < 0.6
GAS8	Excitatory_neuron	9	7	13	8	0.3375	PO28	0.5556	GAS8-220	FAIL	Direction 0.56 < 0.6
GATAD1	Excitatory_neuron	11	7	13	8	0.094	PO41	0.8182	GATAD1-203	PASS	
GATM	Excitatory_neuron	13	8	13	8	0.9651	SMC049	0.4615	GATM-201	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.46 < 0.6
GBAP1	Excitatory_neuron	7	6	13	8	0.1986	PO28	0.5714	GBAP1-225	FAIL	Direction 0.57 < 0.6
GBF1	Excitatory_neuron	12	7	13	8	1.0207	SMC038	0.1667	GBF1-239	FAIL	Jackknife 1.02 ≥ 0.5; Direction 0.17 < 0.6
GCA	Excitatory_neuron	9	6	13	8	0.6287	SMC049	0.5556	transcript309934.chr2.nic	FAIL	Jackknife 0.63 ≥ 0.5; Direction 0.56 < 0.6
GCC2	Excitatory_neuron	13	8	13	8	0.1957	PO11	0.5385	GCC2-223	FAIL	Direction 0.54 < 0.6
GCSH	Excitatory_neuron	10	7	13	8	0.6585	SMC049	0.5	GCSH-208	FAIL	Jackknife 0.66 ≥ 0.5; Direction 0.50 < 0.6
GDA	Excitatory_neuron	9	7	13	8	0.1314	SMC049	0.8889	GDA-202	PASS	
GDAP1	Excitatory_neuron	13	8	13	8	0.2474	SMC038	0.8462	GDAP1-201	PASS	
GDAP2	Excitatory_neuron	10	7	13	8	0.775	SMC041	0.6	GDAP2-202	FAIL	Jackknife 0.78 ≥ 0.5
GEMIN4	Excitatory_neuron	9	6	13	8	0.3644	SMC049	0.8889	GEMIN4-207	PASS	
GET4	Excitatory_neuron	6	8	13	8	0.3589	SMC049	0.6667	GET4-202	PASS	
GFAP	Excitatory_neuron	13	8	13	8	0.9026	SMC049	0.2308	GFAP-214	FAIL	Jackknife 0.90 ≥ 0.5; Direction 0.23 < 0.6
GFOD1	Excitatory_neuron	12	8	13	8	0.3318	SMC041	0.4167	GFOD1-203	FAIL	Direction 0.42 < 0.6
GGA1	Excitatory_neuron	13	8	13	8	0.7508	PO28	0.2308	GGA1-222	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.23 < 0.6
GGCX	Excitatory_neuron	7	6	13	8	0.4998	SMC049	0.7143	GGCX-201	PASS	
GGNBP2	Excitatory_neuron	13	8	13	8	0.1113	SMC038	0.8462	GGNBP2-210	PASS	
GHITM	Excitatory_neuron	12	8	13	8	0.1891	SMC049	0.8333	GHITM-213	PASS	
GIGYF2	Excitatory_neuron	12	8	13	8	0.4511	SMC049	0.75	GIGYF2-201	PASS	
GIHCG	Excitatory_neuron	10	6	13	8	0.1006	PO41	0.5	GIHCG-209	FAIL	Direction 0.50 < 0.6
GJC1	Excitatory_neuron	5	4	13	8	0.1499	SMC049	0.6	transcript77521.chr17.nnic	PASS	
GLCCI1	Excitatory_neuron	12	7	13	8	0.5163	SMC049	0.75	transcript14161.chr7.nnic	FAIL	Jackknife 0.52 ≥ 0.5
GLCE	Excitatory_neuron	9	7	13	8	1.465	PO28	0.5556	transcript104571.chr15.nnic	FAIL	Jackknife 1.47 ≥ 0.5; Direction 0.56 < 0.6
GLE1	Excitatory_neuron	9	6	13	8	0.9665	SMC049	0.4444	GLE1-205	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.44 < 0.6
GLIDR	Excitatory_neuron	8	6	13	8	0.4583	PO41	0.875	GLIDR-220	PASS	
GLOD4	Excitatory_neuron	11	8	13	8	0.1599	SMC038	0.7273	GLOD4-202	PASS	
GLS	Excitatory_neuron	9	6	13	8	0.2808	PO41	0.6667	GLS-201	PASS	
GLS2	Excitatory_neuron	9	6	13	8	0.8858	SMC049	0.5556	GLS2-201	FAIL	Jackknife 0.89 ≥ 0.5; Direction 0.56 < 0.6
GLT1D1	Excitatory_neuron	10	7	13	8	0.5025	PO42	0.2	transcript189876.chr12.nnic	FAIL	Jackknife 0.50 ≥ 0.5; Direction 0.20 < 0.6
GLUD1	Excitatory_neuron	11	6	13	8	0.2222	SMC032	0.4545	GLUD1-201	FAIL	Direction 0.45 < 0.6
GLYR1	Excitatory_neuron	13	8	13	8	0.1447	SMC049	1.0	GLYR1-201	PASS	
GMDS-DT	Excitatory_neuron	8	7	13	8	0.0		1.0	GMDS-DT-207	PASS	
GMEB1	Excitatory_neuron	11	7	13	8	0.2116	SMC039	0.2727	GMEB1-203	FAIL	Direction 0.27 < 0.6
GMPPA	Excitatory_neuron	10	6	13	8	0.9741	SMC041	0.2	GMPPA-203	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.20 < 0.6
GMPR2	Excitatory_neuron	10	6	13	8	0.0756	SMC049	1.0	GMPR2-202	PASS	
GNAI1	Excitatory_neuron	12	8	13	8	0.1822	SMC032	0.8333	GNAI1-228	PASS	
GNAI2	Excitatory_neuron	12	6	13	8	0.4332	SMC041	0.75	GNAI2-202	PASS	
GNAO1	Excitatory_neuron	12	8	13	8	0.771	SMC038	0.1667	GNAO1-201	FAIL	Jackknife 0.77 ≥ 0.5; Direction 0.17 < 0.6
GNAS	Excitatory_neuron	13	8	13	8	1.2613	SMC049	0.4615	GNAS-274	FAIL	Jackknife 1.26 ≥ 0.5; Direction 0.46 < 0.6
GNB4	Excitatory_neuron	5	3	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=5/5, CT=3/4
GNB5	Excitatory_neuron	12	8	13	8	0.682	SMC049	0.1667	GNB5-201	FAIL	Jackknife 0.68 ≥ 0.5; Direction 0.17 < 0.6
GNE	Excitatory_neuron	7	5	13	8	0.2868	PO42	0.8571	transcript47769.chr9.nnic	PASS	
GNG2	Excitatory_neuron	9	8	13	8	0.8519	SMC032	0.2222	GNG2-213	FAIL	Jackknife 0.85 ≥ 0.5; Direction 0.22 < 0.6
GNL3L	Excitatory_neuron	10	6	13	8	0.0253	SMC039	0.9	GNL3L-204	PASS	
GNPTG	Excitatory_neuron	12	7	13	8	0.8943	SMC049	0.5	GNPTG-201	FAIL	Jackknife 0.89 ≥ 0.5; Direction 0.50 < 0.6
GOLGA2	Excitatory_neuron	12	6	13	8	0.7698	SMC049	0.6667	GOLGA2-213	FAIL	Jackknife 0.77 ≥ 0.5
GOLGA3	Excitatory_neuron	11	7	13	8	0.8932	SMC039	0.1818	GOLGA3-206	FAIL	Jackknife 0.89 ≥ 0.5; Direction 0.18 < 0.6
GOLGA4	Excitatory_neuron	13	7	13	8	1.0063	SMC041	0.0769	GOLGA4-201	FAIL	Jackknife 1.01 ≥ 0.5; Direction 0.08 < 0.6
GOLGA7	Excitatory_neuron	12	7	13	8	1.0994	SMC049	0.6667	GOLGA7-208	FAIL	Jackknife 1.10 ≥ 0.5
GOLGA8A	Excitatory_neuron	12	8	13	8	0.2863	SMC049	0.4167	GOLGA8A-202	FAIL	Direction 0.42 < 0.6
GOLGB1	Excitatory_neuron	13	8	13	8	0.3662	SMC049	0.4615	GOLGB1-212	FAIL	Direction 0.46 < 0.6
GON4L	Excitatory_neuron	12	8	13	8	0.406	SMC049	0.5833	GON4L-209	FAIL	Direction 0.58 < 0.6
GORAB	Excitatory_neuron	8	8	13	8	0.2879	SMC049	0.75	GORAB-213	PASS	
GORASP1	Excitatory_neuron	7	7	13	8	0.1869	SMC049	0.8571	GORASP1-223	PASS	
GOSR2	Excitatory_neuron	12	8	13	8	0.6162	SMC049	0.5833	GOSR2-239	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.58 < 0.6
GPAA1	Excitatory_neuron	12	7	13	8	0.1413	SMC049	0.9167	GPAA1-214	PASS	
GPALPP1	Excitatory_neuron	12	8	13	8	0.3821	SMC049	0.6667	GPALPP1-206	PASS	
GPAM	Excitatory_neuron	11	6	13	8	0.0279	PO05	0.9091	GPAM-202	PASS	
GPAT2	Excitatory_neuron	2	3	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=2/5, CT=3/4
GPAT3	Excitatory_neuron	6	5	13	8	1.0	PO42	0.6667	transcript119563.chr4.nic	FAIL	Jackknife 1.00 ≥ 0.5
GPAT4	Excitatory_neuron	10	8	13	8	0.2843	PO28	0.4	transcript84292.chr8.nnic	FAIL	Direction 0.40 < 0.6
GPATCH11	Excitatory_neuron	9	6	13	8	0.9993	SMC041	0.2222	transcript40207.chr2.nnic	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.22 < 0.6
GPATCH2	Excitatory_neuron	8	8	13	8	0.5147	SMC038	0.5	GPATCH2-202	FAIL	Jackknife 0.51 ≥ 0.5; Direction 0.50 < 0.6
GPATCH2L	Excitatory_neuron	12	8	13	8	1.2171	SMC049	0.5833	GPATCH2L-201	FAIL	Jackknife 1.22 ≥ 0.5; Direction 0.58 < 0.6
GPATCH8	Excitatory_neuron	11	8	13	8	0.4115	SMC041	0.4545	GPATCH8-211	FAIL	Direction 0.45 < 0.6
GPBP1	Excitatory_neuron	12	8	13	8	2.3306	SMC049	0.5	GPBP1-203	FAIL	Jackknife 2.33 ≥ 0.5; Direction 0.50 < 0.6
GPC1	Excitatory_neuron	12	8	13	8	0.1352	SMC038	0.6667	GPC1-201	PASS	
GPD2	Excitatory_neuron	5	6	13	8	0.2002	PO28	0.6	GPD2-201	PASS	
GPHN	Excitatory_neuron	9	8	13	8	0.5764	SMC049	0.4444	GPHN-201	FAIL	Jackknife 0.58 ≥ 0.5; Direction 0.44 < 0.6
GPI	Excitatory_neuron	13	7	13	8	0.8688	SMC049	0.6923	GPI-201	FAIL	Jackknife 0.87 ≥ 0.5
GPM6A	Excitatory_neuron	12	8	13	8	0.2275	SMC049	0.75	GPM6A-202	PASS	
GPM6B	Excitatory_neuron	13	8	13	8	0.5651	SMC049	0.8462	transcript16090.chrX.nic	FAIL	Jackknife 0.57 ≥ 0.5
GPNMB	Excitatory_neuron	10	7	13	8	0.2428	PO42	0.6	GPNMB-201	PASS	
GPR108	Excitatory_neuron	11	8	13	8	0.3663	SMC049	0.4545	GPR108-202	FAIL	Direction 0.45 < 0.6
GPR137	Excitatory_neuron	9	8	13	8	0.0427	SMC049	0.8889	transcript74075.chr11.nic	PASS	
GPR137B	Excitatory_neuron	6	6	13	8	0.0		1.0	transcript343224.chr1.nnic	PASS	
GPR155	Excitatory_neuron	11	8	13	8	0.1174	PO28	0.5455	GPR155-203	FAIL	Direction 0.55 < 0.6
GPR162	Excitatory_neuron	11	7	13	8	0.2048	SMC041	0.5455	GPR162-203	FAIL	Direction 0.55 < 0.6
GPR61	Excitatory_neuron	11	8	13	8	2.3559	SMC041	0.4545	GPR61-201	FAIL	Jackknife 2.36 ≥ 0.5; Direction 0.45 < 0.6
GPR63	Excitatory_neuron	10	7	13	8	0.0836	PO41	0.9	GPR63-201	PASS	
GPR89B	Excitatory_neuron	12	8	13	8	0.3527	PO05	0.75	GPR89B-204	PASS	
GPRASP1	Excitatory_neuron	12	6	13	8	0.1036	PO41	0.8333	GPRASP1-201	PASS	
GPRASP2	Excitatory_neuron	6	5	13	8	0.1778	PO28	0.5	GPRASP2-202	FAIL	Direction 0.50 < 0.6
GPRASP3	Excitatory_neuron	11	7	13	8	1.9918	SMC049	0.4545	GPRASP3-203	FAIL	Jackknife 1.99 ≥ 0.5; Direction 0.45 < 0.6
GPRC5B	Excitatory_neuron	12	8	13	8	0.069	SMC049	0.9167	GPRC5B-201	PASS	
GPRIN1	Excitatory_neuron	6	7	13	8	0.6208	SMC049	0.3333	GPRIN1-201	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.33 < 0.6
GPRIN3	Excitatory_neuron	11	7	13	8	1.0261	SMC049	0.4545	GPRIN3-202	FAIL	Jackknife 1.03 ≥ 0.5; Direction 0.45 < 0.6
GPS1	Excitatory_neuron	10	6	13	8	0.946	SMC049	0.8	GPS1-208	FAIL	Jackknife 0.95 ≥ 0.5
GPS2	Excitatory_neuron	9	7	13	8	0.76	SMC049	0.3333	GPS2-201	FAIL	Jackknife 0.76 ≥ 0.5; Direction 0.33 < 0.6
GPT2	Excitatory_neuron	5	7	13	8	0.4568	SMC049	0.6	GPT2-201	PASS	
GPX1	Excitatory_neuron	10	7	13	8	0.0		1.0	GPX1-201	PASS	
GRAMD1A	Excitatory_neuron	7	7	13	8	0.7847	SMC041	0.7143	GRAMD1A-215	FAIL	Jackknife 0.78 ≥ 0.5
GRAMD2B	Excitatory_neuron	10	7	13	8	0.7533	PO41	0.5	GRAMD2B-201	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.50 < 0.6
GRASLND	Excitatory_neuron	8	8	13	8	0.0		1.0	GRASLND-207	PASS	
GRB2	Excitatory_neuron	12	8	13	8	0.1285	PO05	0.6667	GRB2-205	PASS	
GREB1L	Excitatory_neuron	9	5	13	8	0.0624	SMC038	0.6667	transcript25869.chr18.nic	PASS	
GRHL1	Excitatory_neuron	10	8	13	8	0.1858	SMC039	0.7	transcript14598.chr2.nnic	PASS	
GRHPR	Excitatory_neuron	10	6	13	8	0.1918	SMC049	0.8	transcript50500.chr9.nic	PASS	
GRIA1	Excitatory_neuron	11	8	13	8	0.3582	PO42	0.8182	GRIA1-201	PASS	
GRIA2	Excitatory_neuron	13	8	13	8	0.3114	SMC032	0.7692	GRIA2-201	PASS	
GRIA3	Excitatory_neuron	12	8	13	8	1.879	PO28	0.5	GRIA3-208	FAIL	Jackknife 1.88 ≥ 0.5; Direction 0.50 < 0.6
GRIA4	Excitatory_neuron	13	8	13	8	1.477	SMC049	0.4615	GRIA4-203	FAIL	Jackknife 1.48 ≥ 0.5; Direction 0.46 < 0.6
GRIK2	Excitatory_neuron	12	8	13	8	0.0405	PO28	0.9167	GRIK2-205	PASS	
GRIK3	Excitatory_neuron	8	7	13	8	0.5957	PO05	0.5	GRIK3-201	FAIL	Jackknife 0.60 ≥ 0.5; Direction 0.50 < 0.6
GRIN1	Excitatory_neuron	10	8	13	8	0.3747	SMC038	0.8	GRIN1-208	PASS	
GRIN2A	Excitatory_neuron	9	8	13	8	0.9617	PO28	0.2222	GRIN2A-218	FAIL	Jackknife 0.96 ≥ 0.5; Direction 0.22 < 0.6
GRIN2B	Excitatory_neuron	12	8	13	8	0.9044	SMC038	0.5	GRIN2B-201	FAIL	Jackknife 0.90 ≥ 0.5; Direction 0.50 < 0.6
GRIP1	Excitatory_neuron	8	6	13	8	0.2814	SMC049	0.5	GRIP1-220	FAIL	Direction 0.50 < 0.6
GRIPAP1	Excitatory_neuron	11	8	13	8	1.0063	SMC038	0.0909	GRIPAP1-271	FAIL	Jackknife 1.01 ≥ 0.5; Direction 0.09 < 0.6
GRK4	Excitatory_neuron	10	7	13	8	0.0		1.0	transcript7979.chr4.nnic	PASS	
GRM1	Excitatory_neuron	12	7	13	8	0.4938	SMC039	0.8333	transcript198422.chr6.nic	PASS	
GRM4	Excitatory_neuron	6	3	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=6/5, CT=3/4
GRM5	Excitatory_neuron	12	8	13	8	0.4972	SMC038	0.5833	GRM5-202	FAIL	Direction 0.58 < 0.6
GRM7	Excitatory_neuron	9	8	13	8	0.1026	PO41	0.7778	GRM7-214	PASS	
GRM8	Excitatory_neuron	6	7	13	8	0.8438	SMC049	0.6667	GRM8-210	FAIL	Jackknife 0.84 ≥ 0.5
GRSF1	Excitatory_neuron	10	7	13	8	0.5415	SMC049	0.6	GRSF1-201	FAIL	Jackknife 0.54 ≥ 0.5
GSDME	Excitatory_neuron	10	5	13	8	0.3386	SMC049	0.6	GSDME-211	PASS	
GSN	Excitatory_neuron	13	8	13	8	0.0915	SMC039	0.8462	GSN-207	PASS	
GSTCD	Excitatory_neuron	8	7	13	8	0.7286	PO41	0.5	GSTCD-211	FAIL	Jackknife 0.73 ≥ 0.5; Direction 0.50 < 0.6
GSTK1	Excitatory_neuron	12	6	13	8	0.3148	SMC038	0.75	GSTK1-207	PASS	
GTF2H1	Excitatory_neuron	9	8	13	8	0.0108	SMC029	0.8889	GTF2H1-202	PASS	
GTF2IRD1	Excitatory_neuron	8	7	13	8	0.3798	SMC049	0.875	GTF2IRD1-202	PASS	
GTF3C1	Excitatory_neuron	11	8	13	8	0.1535	SMC038	1.0	GTF3C1-202	PASS	
GTF3C3	Excitatory_neuron	11	5	13	8	0.6505	PO05	0.4545	GTF3C3-201	FAIL	Jackknife 0.65 ≥ 0.5; Direction 0.45 < 0.6
GTF3C5	Excitatory_neuron	10	8	13	8	1.019	SMC049	0.9	transcript221553.chr9.nic	FAIL	Jackknife 1.02 ≥ 0.5
GTPBP1	Excitatory_neuron	10	7	13	8	0.0839	SMC041	1.0	GTPBP1-201	PASS	
GTPBP3	Excitatory_neuron	10	5	13	8	0.3113	SMC041	0.6	GTPBP3-222	PASS	
GUCD1	Excitatory_neuron	8	6	13	8	0.0535	SMC049	0.875	GUCD1-206	PASS	
GUCY1A1	Excitatory_neuron	7	6	13	8	0.5651	SMC038	0.4286	GUCY1A1-204	FAIL	Jackknife 0.57 ≥ 0.5; Direction 0.43 < 0.6
GULP1	Excitatory_neuron	7	7	13	8	0.6206	SMC038	0.4286	GULP1-219	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.43 < 0.6
GVQW3	Excitatory_neuron	11	7	13	8	1.628	PO28	0.1818	GVQW3-208	FAIL	Jackknife 1.63 ≥ 0.5; Direction 0.18 < 0.6
GYG1	Excitatory_neuron	10	6	13	8	0.9105	SMC049	0.6	GYG1-201	FAIL	Jackknife 0.91 ≥ 0.5
GZF1	Excitatory_neuron	7	6	13	8	0.4831	SMC049	0.5714	GZF1-201	FAIL	Direction 0.57 < 0.6
H2AZ1	Excitatory_neuron	13	8	13	8	0.569	SMC049	0.3846	H2AZ1-201	FAIL	Jackknife 0.57 ≥ 0.5; Direction 0.38 < 0.6
H3-3A	Excitatory_neuron	10	7	13	8	0.134	SMC049	0.7	H3-3A-202	PASS	
H3-3B	Excitatory_neuron	13	8	13	8	0.0896	PO11	0.4615	H3-3B-201	FAIL	Direction 0.46 < 0.6
H4C16	Excitatory_neuron	7	7	13	8	0.2454	SMC041	0.7143	transcript30864.chr12.nnic	PASS	
HACE1	Excitatory_neuron	9	6	13	8	0.3236	PO28	0.5556	HACE1-203	FAIL	Direction 0.56 < 0.6
HACL1	Excitatory_neuron	7	6	13	8	0.158	SMC049	1.0	transcript27130.chr3.nnic	PASS	
HADH	Excitatory_neuron	12	6	13	8	0.3649	SMC049	0.75	HADH-207	PASS	
HADHA	Excitatory_neuron	12	8	13	8	0.4749	SMC041	0.3333	HADHA-203	FAIL	Direction 0.33 < 0.6
HAGH	Excitatory_neuron	13	7	13	8	1.0	SMC049	0.5385	HAGH-202	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.54 < 0.6
HARS1	Excitatory_neuron	12	8	13	8	0.2526	SMC038	0.5	HARS1-218	FAIL	Direction 0.50 < 0.6
HARS2	Excitatory_neuron	10	8	13	8	0.2396	SMC049	0.8	HARS2-201	PASS	
HAUS3	Excitatory_neuron	12	8	13	8	0.3702	SMC049	0.75	HAUS3-202	PASS	
HAUS7	Excitatory_neuron	11	6	13	8	0.1778	SMC049	0.6364	HAUS7-202	PASS	
HAX1	Excitatory_neuron	8	8	13	8	0.1187	SMC049	1.0	transcript238205.chr1.nnic	PASS	
HBP1	Excitatory_neuron	11	7	13	8	0.2752	SMC049	0.6364	HBP1-208	PASS	
HBS1L	Excitatory_neuron	12	8	13	8	5.0385	SMC049	0.5	HBS1L-205	FAIL	Jackknife 5.04 ≥ 0.5; Direction 0.50 < 0.6
HCCS	Excitatory_neuron	10	7	13	8	1.4615	SMC049	0.7	transcript11931.chrX.nic	FAIL	Jackknife 1.46 ≥ 0.5
HCFC2	Excitatory_neuron	11	7	13	8	0.8804	SMC041	0.3636	transcript147348.chr12.nnic	FAIL	Jackknife 0.88 ≥ 0.5; Direction 0.36 < 0.6
HCG18	Excitatory_neuron	13	8	13	8	0.441	PO05	0.4615	HCG18-246	FAIL	Direction 0.46 < 0.6
HCN1	Excitatory_neuron	8	8	13	8	0.8958	SMC049	0.5	HCN1-201	FAIL	Jackknife 0.90 ≥ 0.5; Direction 0.50 < 0.6
HCN3	Excitatory_neuron	6	5	13	8	0.9594	PO41	0.5	transcript239553.chr1.nic	FAIL	Jackknife 0.96 ≥ 0.5; Direction 0.50 < 0.6
HDAC4	Excitatory_neuron	9	7	13	8	1.2261	SMC038	0.2222	transcript407114.chr2.nnic	FAIL	Jackknife 1.23 ≥ 0.5; Direction 0.22 < 0.6
HDAC5	Excitatory_neuron	12	8	13	8	0.086	SMC036	0.9167	HDAC5-211	PASS	
HDAC6	Excitatory_neuron	9	8	13	8	0.0333	SMC049	1.0	HDAC6-279	PASS	
HDAC8	Excitatory_neuron	10	7	13	8	1.1046	SMC032	0.5	HDAC8-223	FAIL	Jackknife 1.10 ≥ 0.5; Direction 0.50 < 0.6
HDAC9	Excitatory_neuron	9	7	13	8	0.3698	SMC038	0.8889	transcript27348.chr7.nic	PASS	
HDDC3	Excitatory_neuron	9	5	13	8	0.0591	SMC049	1.0	HDDC3-205	PASS	
HDGFL2	Excitatory_neuron	13	7	13	8	0.2091	SMC041	0.6154	HDGFL2-208	PASS	
HDGFL3	Excitatory_neuron	11	6	13	8	0.0		1.0	transcript125393.chr15.nnic	PASS	
HDHD2	Excitatory_neuron	11	7	13	8	0.2259	SMC039	0.7273	HDHD2-206	PASS	
HDHD5	Excitatory_neuron	11	7	13	8	0.5652	SMC049	0.3636	transcript1090.chr22.nnic	FAIL	Jackknife 0.57 ≥ 0.5; Direction 0.36 < 0.6
HDLBP	Excitatory_neuron	12	8	13	8	1.0512	SMC038	0.6667	HDLBP-201	FAIL	Jackknife 1.05 ≥ 0.5
HDX	Excitatory_neuron	12	8	13	8	1.5761	PO42	0.0833	transcript112410.chrX.nnic	FAIL	Jackknife 1.58 ≥ 0.5; Direction 0.08 < 0.6
HEATR5A	Excitatory_neuron	10	7	13	8	0.5757	PO28	0.4	HEATR5A-203	FAIL	Jackknife 0.58 ≥ 0.5; Direction 0.40 < 0.6
HEATR6	Excitatory_neuron	10	7	13	8	0.4005	SMC049	0.3	transcript103490.chr17.nic	FAIL	Direction 0.30 < 0.6
HECTD1	Excitatory_neuron	12	8	13	8	0.2416	PO41	0.6667	HECTD1-218	PASS	
HECTD2	Excitatory_neuron	12	7	13	8	0.9279	SMC049	0.5833	HECTD2-203	FAIL	Jackknife 0.93 ≥ 0.5; Direction 0.58 < 0.6
HECTD3	Excitatory_neuron	7	6	13	8	0.5157	SMC049	0.5714	HECTD3-205	FAIL	Jackknife 0.52 ≥ 0.5; Direction 0.57 < 0.6
HECTD4	Excitatory_neuron	12	7	13	8	0.5129	PO28	0.9167	HECTD4-202	FAIL	Jackknife 0.51 ≥ 0.5
HECW2	Excitatory_neuron	10	8	13	8	1.2341	PO28	0.2	transcript349715.chr2.nnic	FAIL	Jackknife 1.23 ≥ 0.5; Direction 0.20 < 0.6
HELLS	Excitatory_neuron	6	5	13	8	0.1117	SMC032	1.0	HELLS-201	PASS	
