gene	go_name	score_top	score_bot	score_gap	score_ratio	dtu_top	frac_brain_top	brain_tpm_top	dtu_concordant	top_iso	bot_iso
RAD51D	MT cytoskeleton org	0.6905	0.0068	0.6837	101.78	0.0819	0.0861	0.565	False	ENST00000586186	ENST00000394589
ADGRG1	Synaptic transmission	0.8104	0.0016	0.8088	497.61	-0.0433	0.0099	1.764	False	ENST00000388813	ENST00000565976
ZNF268	Neuron projection	0.7335	0.0694	0.6641	10.57	0.1011	0.5324	1.804	True	ENST00000228289	ENST00000536899
PTPRC	Axon guidance	0.5981	0.0032	0.5949	189.65	0.1698	0.3195	0.284	True	ENST00000367367	ENST00000442510
ADD2	Neuron dev	0.5918	0.033	0.5587	17.91	0.206	0.8539	35.886	True	ENST00000264436	ENST00000407644
CHST9	Synaptic transmission	0.5979	0.0004	0.5975	1551.24	0.167	0.7083	1.495	True	ENST00000581714	ENST00000580774
RAPGEF5	Mitochondrion org	0.7688	0.0006	0.7683	1336.71	-0.0038	0.0006	0.029	False	ENST00000405243	ENST00000401957
GNG2	Synapse assembly	0.7898	0.0475	0.7423	16.61	0.022	0.053	6.195	False	ENST00000335281	ENST00000556766
TNPO1	Inflammatory response	0.5606	0.0092	0.5514	61.13	0.2122	0.7483	1.716	True	ENST00000679378	ENST00000605210
PILRA	Ca2+ homeostasis	0.7602	0.0217	0.7386	35.07	0.0247	0.6901	4.805	False	ENST00000198536	ENST00000350573
CTXN2	MT-based movement	0.3592	0.0003	0.3589	1157.19	0.4043	0.5249	0.843	True	ENST00000644354	ENST00000647363
ATP6V0E2	Modulation of syn.trans	0.6269	0.003	0.6239	209.8	0.1381	0.3468	0.461	True	ENST00000421974	ENST00000479613
HPS5	Neurotrans. transport	0.8034	0.0005	0.803	1704.2	-0.0411	0.4041	2.043	False	ENST00000349215	ENST00000396253
IKZF3	Neuron projection	0.4119	0.0385	0.3734	10.7	0.3885	0.8424	0.304	True	ENST00000623724	ENST00000346872
MYT1L	Synaptic transmission	0.7028	0.0001	0.7027	6447.43	0.0586	0.0775	3.106	False	ENST00000648931	ENST00000648627
MYO1C	MT cytoskeleton org	0.4252	0.0043	0.421	99.52	0.3399	1.0	1.143	True	ENST00000570984	ENST00000646049
CACNA1E	MT cytoskeleton org	0.3662	0.0102	0.3559	35.79	0.4048	0.4902	5.336	True	ENST00000621791	ENST00000367573
ZNF268	Neuron dev	0.6725	0.0135	0.659	49.74	0.1011	0.5324	1.804	True	ENST00000228289	ENST00000536899
SEMA5B	MT-based movement	0.6039	0.0078	0.5961	77.89	0.1634	0.8834	1.304	True	ENST00000357599	ENST00000648990
CLK2	Synapse assembly	0.8511	0.0859	0.7652	9.91	-0.0062	0.1508	0.748	False	ENST00000355560	ENST00000368361
ACTB	Neuron projection	0.6838	0.0241	0.6597	28.42	0.0993	0.8327	1195.374	False	ENST00000473257	ENST00000675515
MAN1B1	MT cytoskeleton org	0.7505	0.034	0.7165	22.08	0.0424	0.1285	0.13	False	ENST00000683324	ENST00000684759
EIF3E	Axon guidance	0.8617	0.0005	0.8612	1867.35	-0.1027	0.8293	42.667	False	ENST00000676698	ENST00000522352
TMEM94	Autophagy	0.6844	0.0126	0.6719	54.51	0.0857	0.5077	8.334	False	ENST00000375248	ENST00000577245
ANKS1B	Neuron dev	0.7112	0.0132	0.698	53.86	0.0594	0.1186	8.479	False	ENST00000550693	ENST00000549558
SOHLH1	Synaptic transmission	0.7479	0.0429	0.705	17.44	0.0519	0.1146	0.373	False	ENST00000298466	ENST00000425225
RGS4	MT cytoskeleton org	0.7788	0.0156	0.7631	49.85	-0.007	0.9665	188.575	False	ENST00000367909	ENST00000421743
ITGB1	Neuron projection	0.3721	0.0063	0.3657	58.92	0.3902	0.7816	1.656	True	ENST00000678766	ENST00000677999
CHST8	MT cytoskeleton org	0.5214	0.0086	0.5128	60.97	0.2428	0.2428	0.479	True	ENST00000262622	ENST00000438847
PHTF1	Ca2+ signaling	0.6394	0.0061	0.6332	104.33	0.1224	0.3947	0.587	True	ENST00000357783	ENST00000412670
ADAR	Neuron diff	0.5325	0.0054	0.5271	98.34	0.2282	0.5201	12.404	True	ENST00000649042	ENST00000529168
DOCK10	Synapse assembly	0.8084	0.083	0.7254	9.74	0.0297	0.5826	9.838	False	ENST00000698072	ENST00000645028
ITCH	Synapse assembly	0.7742	0.0156	0.7586	49.65	-0.0038	0.0139	0.167	False	ENST00000660337	ENST00000670516
EML1	Synaptic transmission	0.7888	0.0365	0.7523	21.58	0.0023	1.0	7.52	False	ENST00000334192	ENST00000327921
DENND4C	Synapse assembly	0.7848	0.0266	0.7583	29.55	-0.0038	0.1542	0.326	False	ENST00000380424	ENST00000380427
RNF157	Proteasome-UPS	0.7811	0.0662	0.7148	11.79	0.0396	0.3338	1.017	False	ENST00000591615	ENST00000592271
SLC7A7	Ca2+ homeostasis	0.4006	0.0056	0.395	71.61	0.3593	0.767	0.803	True	ENST00000397532	ENST00000555702
SLIT2	Ca2+ signaling	0.3224	0.0088	0.3136	36.66	0.4406	1.0	1.908	True	ENST00000503837	ENST00000503823
VGLL4	Synaptic transmission	0.3082	0.0001	0.3081	4435.13	0.446	0.8532	2.857	True	ENST00000424529	ENST00000451674
NCOR2	Synaptic transmission	0.7582	0.0901	0.6681	8.42	0.086	0.9999	15.904	False	ENST00000420698	ENST00000458234
DTNB	Neuron diff	0.4821	0.0004	0.4817	1181.21	0.2721	0.5119	6.461	True	ENST00000407186	ENST00000407038
HRAS	Synaptic transmission	0.7547	0.001	0.7537	777.43	0.0	1.0	26.539	False	ENST00000311189	ENST00000451590
SEC23A	Axon guidance	0.8158	0.1318	0.684	6.19	0.069	0.3414	0.668	False	ENST00000548032	ENST00000545328
CAPRIN2	Synaptic transmission	0.8285	0.0004	0.8281	2206.31	-0.0752	0.0291	0.158	False	ENST00000298892	ENST00000684863
KIAA1217	Proteasome-UPS	0.472	0.0041	0.4679	113.91	0.2848	0.5714	0.467	True	ENST00000396446	ENST00000376456
APBB2	Synaptic transmission	0.673	0.0002	0.6728	2800.52	0.0798	0.3046	6.692	False	ENST00000513140	ENST00000506352
H3-3A	Modulation of syn.trans	0.8689	0.1272	0.7416	6.83	0.0109	0.097	0.286	False	ENST00000366816	ENST00000366814
MCF2	Synaptic transmission	0.9477	0.0014	0.9463	672.36	-0.1941	0.0091	0.055	False	ENST00000519895	ENST00000370576
MCF2L	Neuron diff	0.5871	0.0761	0.511	7.72	0.241	0.265	8.108	True	ENST00000453297	ENST00000397017
PITRM1	Ca2+ signaling	0.5396	0.0365	0.5031	14.77	0.2488	0.9791	4.331	True	ENST00000430362	ENST00000678436
GTF2H3	Axon guidance	0.7621	0.0377	0.7244	20.2	0.0274	0.1461	0.709	False	ENST00000618160	ENST00000228955
FDXR	Proteasome-UPS	0.3563	0.014	0.3423	25.47	0.4094	0.6954	0.464	True	ENST00000420580	ENST00000583917
CERS1	Autophagy	0.7861	0.0092	0.7769	85.37	-0.0264	0.4382	44.341	False	ENST00000542296	ENST00000596048
COL4A2	Neuron dev	0.6506	0.0135	0.6371	48.12	0.1134	0.3599	0.072	True	ENST00000649101	ENST00000650540
PHF3	Synapse assembly	0.7303	0.0023	0.728	315.95	0.0223	0.0763	0.058	False	ENST00000494284	ENST00000515594
CNTNAP3	Ca2+ homeostasis	0.7503	0.0246	0.7257	30.49	0.0246	0.1127	0.237	False	ENST00000377659	ENST00000297668
ADD2	Neuron diff	0.5803	0.0361	0.5442	16.07	0.206	0.8539	35.886	True	ENST00000264436	ENST00000355733
CTSB	Modulation of syn.trans	0.7884	0.0004	0.788	2119.78	-0.0378	0.0182	0.277	False	ENST00000677819	ENST00000534149
TACC2	Neuron projection	0.5302	0.0475	0.4827	11.16	0.2674	0.4238	5.451	True	ENST00000514539	ENST00000369000
SBF1	Proteasome-UPS	0.4726	0.019	0.4536	24.84	0.2964	0.3311	0.221	True	ENST00000689981	ENST00000687016
ARHGEF7	Synapse assembly	0.6437	0.0012	0.6425	519.59	0.1072	0.1096	3.379	True	ENST00000646102	ENST00000375741
LSM7	Neuron projection	0.8144	0.0029	0.8115	284.2	-0.0619	0.7951	38.177	False	ENST00000252622	ENST00000585409
CELF4	Synaptic transmission	0.8385	0.0004	0.838	1935.28	-0.0884	0.1615	12.128	False	ENST00000601392	ENST00000420428
NTRK2	Synaptic transmission	0.7655	0.0001	0.7654	12603.22	-0.0159	0.0022	0.613	False	ENST00000693127	ENST00000687148
KANSL1	Ca2+ signaling	0.302	0.0016	0.3004	188.49	0.4482	0.9342	3.434	True	ENST00000639531	ENST00000574590
ADGRG1	Synapse assembly	0.7956	0.0038	0.7917	206.84	-0.0433	0.0099	1.764	False	ENST00000388813	ENST00000565976
MAP9	Mitochondrion org	0.8058	0.0709	0.7349	11.36	0.013	0.2681	5.58	False	ENST00000433024	ENST00000650955
MGA	MT cytoskeleton org	0.5685	0.0201	0.5484	28.28	0.1993	0.5443	0.535	True	ENST00000564190	ENST00000703841
EPHA7	Axon guidance	0.6055	0.0002	0.6053	3142.16	0.1419	0.1536	1.003	True	ENST00000680953	ENST00000369297
ANKS1B	Neuron projection	0.7096	0.0219	0.6877	32.44	0.0594	0.1186	8.479	False	ENST00000550693	ENST00000547446
RYR3	Neurotrans. transport	0.7165	0.0103	0.7063	69.84	0.0407	1.0	1.438	False	ENST00000634418	ENST00000622037
KANSL1	Neuron projection	0.7165	0.0098	0.7068	73.41	0.0401	0.0656	0.241	False	ENST00000575318	ENST00000574590
AHI1	Neuron diff	0.7164	0.0049	0.7115	147.38	0.0348	0.1067	0.342	False	ENST00000681670	ENST00000457866
RUNX1T1	Proteasome-UPS	0.3491	0.0173	0.3318	20.22	0.4145	0.531	0.125	True	ENST00000521553	ENST00000520724
ZFHX4	Neuron dev	0.4949	0.0203	0.4746	24.35	0.271	0.6781	0.257	True	ENST00000518282	ENST00000651020
TLR4	Synapse assembly	0.6509	0.0134	0.6374	48.4	0.1081	0.319	3.479	True	ENST00000472304	ENST00000394487
DTNB	Neuron dev	0.4855	0.0122	0.4733	39.94	0.2721	0.5119	6.461	True	ENST00000407186	ENST00000407038
ZCRB1	Neuron projection	0.8244	0.0694	0.755	11.88	-0.0096	0.9789	42.325	False	ENST00000552673	ENST00000677694
SLC8A3	Neuron dev	0.3639	0.0092	0.3548	39.57	0.3904	0.4949	6.17	True	ENST00000216568	ENST00000533541
MAP3K21	Neuron projection	0.7661	0.0015	0.7647	520.93	-0.0198	0.5574	1.284	False	ENST00000366622	ENST00000366623
ATP6V0E2	Synapse assembly	0.6206	0.0139	0.6067	44.59	0.1381	0.3468	0.461	True	ENST00000421974	ENST00000479613
NPAS3	Synapse assembly	0.9871	0.2525	0.7346	3.91	0.0096	0.5626	3.004	False	ENST00000356141	ENST00000551634
TLK2	Autophagy	0.4369	0.0016	0.4353	267.0	0.3086	0.4324	2.174	True	ENST00000682085	ENST00000582809
TLR4	Axon guidance	0.6361	0.0004	0.6356	1463.27	0.1081	0.319	3.479	True	ENST00000472304	ENST00000394487
ZNF540	MT-based movement	0.6751	0.0089	0.6661	75.5	0.0772	0.3608	1.321	False	ENST00000592533	ENST00000589117
AMZ1	Neuron projection	0.6191	0.004	0.6152	156.47	0.1278	0.6506	2.456	True	ENST00000683327	ENST00000407112
SLC38A1	Mitochondrion org	0.5702	0.0013	0.569	450.66	0.172	1.0	0.466	True	ENST00000439706	ENST00000549049
RAD54B	MT cytoskeleton org	0.6834	0.0681	0.6153	10.04	0.1256	0.2043	0.227	True	ENST00000297592	ENST00000336148
CERS1	Ca2+ signaling	0.747	0.0326	0.7144	22.95	0.0264	0.5618	56.838	False	ENST00000596048	ENST00000542296
MYT1L	Neurotrans. transport	0.6828	0.0008	0.682	822.13	0.0586	0.0775	3.106	False	ENST00000648931	ENST00000649313
PDE8B	MT cytoskeleton org	0.4783	0.0043	0.4741	111.94	0.2665	0.4416	1.861	True	ENST00000346042	ENST00000505283
DCAF11	Neuron diff	0.6378	0.0302	0.6077	21.15	0.1327	0.7673	16.669	True	ENST00000446197	ENST00000559144
ZNF638	Synapse assembly	0.7584	0.0034	0.7551	225.65	-0.0147	0.0	0.0	False	ENST00000494621	ENST00000475743
SEMA4F	Mitochondrion org	0.475	0.01	0.465	47.51	0.2754	0.4751	0.572	True	ENST00000339773	ENST00000611975
DHRS4	MT cytoskeleton org	0.7858	0.0185	0.7673	42.52	-0.0272	0.9471	5.387	False	ENST00000313250	ENST00000558581
MBP	Neuron projection	0.7323	0.0101	0.7223	72.64	0.0171	0.0395	84.814	False	ENST00000382582	ENST00000397866
RYR3	Synaptic transmission	0.7888	0.0901	0.6987	8.76	0.0407	1.0	1.438	False	ENST00000634418	ENST00000622037
MEF2D	Neuron diff	0.6486	0.2071	0.4415	3.13	0.2978	0.844	39.854	True	ENST00000348159	ENST00000360595
UBE3A	Oxidative stress resp	0.7626	0.0475	0.7151	16.07	0.0241	0.1442	0.279	False	ENST00000628890	ENST00000650110
LSM14A	Neuron projection	0.6613	0.1028	0.5585	6.43	0.1806	0.8759	24.019	True	ENST00000544216	ENST00000433627
ZDHHC23	Axon guidance	0.9039	0.0173	0.8865	52.17	-0.1475	0.2036	1.811	False	ENST00000330212	ENST00000638807
AMT	Oxidative stress resp	0.42	0.0912	0.3288	4.6	0.4101	0.9987	0.374	True	ENST00000538581	ENST00000395338
DTNB	Axon guidance	0.4666	0.0001	0.4665	3640.83	0.2721	0.5119	6.461	True	ENST00000407186	ENST00000407038
DOCK9	Synaptic transmission	0.3445	0.0018	0.3427	190.89	0.3952	0.3952	2.961	True	ENST00000703210	ENST00000340449
APEX1	Neuron dev	0.828	0.0398	0.7882	20.8	-0.0511	0.057	5.872	False	ENST00000398030	ENST00000216714
CDC42BPA	Neuron projection	0.6006	0.0054	0.5952	112.0	0.1418	0.2821	1.057	True	ENST00000441725	ENST00000429440
RABGGTA	Neuron diff	0.6762	0.0246	0.6516	27.49	0.0846	0.1777	1.708	False	ENST00000399409	ENST00000216840
TAF1A	Neuron projection	0.6875	0.1377	0.5498	4.99	0.1863	0.4223	1.771	True	ENST00000350027	ENST00000352967
DMAC2L	Neuron projection	0.8052	0.0694	0.7358	11.6	0.0	0.0	0.0	False	ENST00000311459	ENST00000245448
CDC42BPA	Neuron diff	0.6332	0.0398	0.5934	15.91	0.1418	0.2821	1.057	True	ENST00000441725	ENST00000442054
ATP5IF1	Proteasome-UPS	0.769	0.0835	0.6855	9.21	0.0493	0.8948	101.525	False	ENST00000335514	ENST00000497986
PRR19	Ca2+ homeostasis	0.4451	0.0141	0.431	31.56	0.3033	0.7589	1.232	True	ENST00000341747	ENST00000598490
SHANK2	Modulation of syn.trans	0.4775	0.0186	0.4589	25.67	0.2749	0.4929	7.083	True	ENST00000409161	ENST00000338508
PCSK2	Ca2+ signaling	0.5403	0.0253	0.515	21.34	0.2186	0.8147	24.934	True	ENST00000262545	ENST00000536609
AKT1	Neuron projection	0.8327	0.1012	0.7316	8.23	0.0014	0.0204	0.648	False	ENST00000349310	ENST00000683722
PJVK	Neuron diff	0.6834	0.1441	0.5393	4.74	0.1925	1.0	0.424	True	ENST00000644580	ENST00000375129
DPP10	Neuron projection	0.6839	0.0145	0.6695	47.22	0.0621	0.275	9.089	False	ENST00000409163	ENST00000410059
CACNA1D	Neuron projection	0.686	0.0035	0.6825	197.31	0.0489	0.1487	0.318	False	ENST00000481478	ENST00000636627
RGS4	Synaptic transmission	0.7889	0.0509	0.7381	15.51	-0.007	0.9665	188.575	False	ENST00000367909	ENST00000421743
EPB41L2	Autophagy	0.7334	0.0027	0.7307	272.46	-0.0005	0.0337	1.934	False	ENST00000531410	ENST00000530757
PJVK	Neuron dev	0.6344	0.0969	0.5375	6.54	0.1925	1.0	0.424	True	ENST00000644580	ENST00000375129
ITPR1	Mitochondrion org	0.5488	0.0185	0.5303	29.74	0.1995	0.285	3.842	True	ENST00000648016	ENST00000649015
RAD51D	Neuron dev	0.7208	0.0728	0.6479	9.9	0.0819	0.0861	0.565	False	ENST00000586186	ENST00000394589
CFAP36	Neuron dev	0.576	0.0174	0.5585	33.08	0.1712	0.4276	5.978	True	ENST00000403007	ENST00000406691
VRK1	Neurotrans. transport	0.7165	0.0027	0.7138	265.99	0.0155	0.0362	0.148	False	ENST00000681419	ENST00000680335
NTRK2	Synapse assembly	0.7291	0.0005	0.7286	1486.08	0.0001	0.0003	0.074	False	ENST00000685720	ENST00000686496
MARK3	Proteasome-UPS	0.5344	0.0198	0.5145	26.94	0.2142	0.6738	0.118	True	ENST00000440884	ENST00000677432
ORAI2	Synaptic transmission	0.7641	0.0145	0.7496	52.64	-0.0211	0.0067	0.074	False	ENST00000478730	ENST00000498661
H3-3A	Synapse assembly	0.8676	0.1503	0.7174	5.77	0.0109	0.097	0.286	False	ENST00000366816	ENST00000366814
TRABD2A	Synapse assembly	0.7103	0.0042	0.7061	170.66	0.0222	0.766	2.718	False	ENST00000409520	ENST00000409133
COX6C	Neuron projection	0.315	0.0103	0.3047	30.56	0.4229	0.6007	22.574	True	ENST00000520468	ENST00000297564
MEIS2	Neurotrans. transport	0.7165	0.0002	0.7163	3019.17	0.0112	0.3348	3.916	False	ENST00000340545	ENST00000699903
NRXN3	Oxidative stress resp	0.6547	0.006	0.6487	108.84	0.0785	0.1184	5.538	False	ENST00000554738	ENST00000557594
ITGB4	Synapse assembly	0.3769	0.0042	0.3727	89.36	0.3538	0.6734	2.218	True	ENST00000579662	ENST00000200181
PKIA	Synapse assembly	0.661	0.0237	0.6372	27.88	0.0891	0.6299	57.649	False	ENST00000396418	ENST00000352966
ACAP2	Oxidative stress resp	0.6304	0.0026	0.6278	241.26	0.0977	0.2538	1.798	False	ENST00000450200	ENST00000466876
CTSZ	Neuron projection	0.7386	0.0133	0.7253	55.49	-0.0001	0.0736	0.107	False	ENST00000680386	ENST00000680879
RAD54B	Neuron projection	0.6792	0.0797	0.5995	8.52	0.1256	0.2043	0.227	True	ENST00000297592	ENST00000336148
BANF1	Proteasome-UPS	0.7458	0.019	0.7268	39.19	-0.0022	0.0095	1.812	False	ENST00000533166	ENST00000445560
DNAJC6	Neuron projection	0.8479	0.0556	0.7922	15.24	-0.0679	0.5879	89.856	False	ENST00000395325	ENST00000371069
HBS1L	MT cytoskeleton org	0.4691	0.0044	0.4647	105.92	0.2595	0.4573	6.832	True	ENST00000527578	ENST00000529641
PRR19	Neuron diff	0.5346	0.1138	0.4208	4.7	0.3033	0.7589	1.232	True	ENST00000341747	ENST00000598490
SLC39A6	MT-based movement	0.6751	0.0066	0.6684	101.52	0.0556	0.8878	5.743	False	ENST00000590986	ENST00000440549
ITCH	MT-based movement	0.7115	0.0003	0.7112	2292.32	0.0124	0.6063	7.249	False	ENST00000665484	ENST00000670516
MAP3K21	Neuron dev	0.7468	0.0036	0.7432	208.49	-0.0198	0.5574	1.284	False	ENST00000366622	ENST00000366623
TRIM52	Mitochondrion org	0.6263	0.0013	0.6251	495.01	0.0981	0.4217	1.88	False	ENST00000685507	ENST00000686030
ROBO2	Neuron projection	0.7693	0.0131	0.7562	58.73	-0.0335	0.0471	0.728	False	ENST00000487694	ENST00000705984
RNF165	Neurotrans. transport	0.8013	0.0103	0.7911	78.11	-0.0684	0.0	0.0	False	ENST00000590330	ENST00000587853
MTX3	Inflammatory response	0.3493	0.0323	0.3171	10.83	0.4048	0.5931	0.413	True	ENST00000512560	ENST00000509852
AMT	Neuron dev	0.3698	0.0581	0.3117	6.36	0.4101	0.9987	0.374	True	ENST00000538581	ENST00000395338
SORBS2	Axon guidance	0.7043	0.0008	0.7034	856.24	0.0177	0.0188	0.389	False	ENST00000355634	ENST00000487836
PTPRZ1	MT cytoskeleton org	0.5772	0.0043	0.573	135.09	0.148	0.1603	39.551	True	ENST00000652298	ENST00000651065
ZNF331	MT cytoskeleton org	0.3649	0.0016	0.3633	235.24	0.3572	0.7083	2.546	True	ENST00000253144	ENST00000513999
SAMHD1	Ca2+ homeostasis	0.6255	0.0272	0.5983	22.97	0.1215	0.6802	1.136	True	ENST00000262878	ENST00000643918
SLC3A2	MT cytoskeleton org	0.6292	0.0043	0.6249	147.25	0.0948	0.2714	1.585	False	ENST00000680729	ENST00000681569
SORBS2	Neuron diff	0.7087	0.0077	0.701	92.0	0.0177	0.0188	0.389	False	ENST00000355634	ENST00000487836
ARPP19	Neuron projection	0.3199	0.0109	0.309	29.4	0.409	0.9711	191.836	True	ENST00000568196	ENST00000561650
DNAJC16	Neuron projection	0.6019	0.0452	0.5567	13.33	0.1612	0.3147	0.195	True	ENST00000375849	ENST00000375838
RIF1	Neuron dev	0.5988	0.0137	0.585	43.58	0.1322	0.5238	1.114	True	ENST00000428287	ENST00000453091
TLR4	Neuron projection	0.6154	0.0063	0.6091	97.79	0.1081	0.319	3.479	True	ENST00000472304	ENST00000394487
MCF2L	Mitochondrion org	0.4773	0.0013	0.476	377.23	0.241	0.265	8.108	True	ENST00000453297	ENST00000397030
G3BP2	Neuron diff	0.7635	0.017	0.7465	44.97	-0.0296	0.1195	2.015	False	ENST00000677060	ENST00000677620
ADD2	Synapse assembly	0.5116	0.0007	0.5109	759.07	0.206	0.8539	35.886	True	ENST00000264436	ENST00000355733
EPHA7	Neuron dev	0.5801	0.0061	0.574	95.51	0.1419	0.1536	1.003	True	ENST00000680953	ENST00000681532
KIF11	MT cytoskeleton org	0.6502	0.1374	0.5128	4.73	0.2027	0.8813	0.936	True	ENST00000260731	ENST00000676647
NTRK2	Neuron projection	0.7159	0.0009	0.7149	765.58	0.0001	0.0003	0.074	False	ENST00000685720	ENST00000686496
RAD51D	Neuron projection	0.65	0.017	0.633	38.25	0.0819	0.0861	0.565	False	ENST00000586186	ENST00000394589
MAP3K21	MT cytoskeleton org	0.7354	0.0008	0.7346	908.02	-0.0198	0.5574	1.284	False	ENST00000366622	ENST00000366623
ADAM15	Neuron diff	0.3635	0.0009	0.3626	427.59	0.3519	0.8216	4.832	True	ENST00000449910	ENST00000360674
ACTB	Synaptic transmission	0.6151	0.0	0.6151	30750.04	0.0993	0.8327	1195.374	False	ENST00000473257	ENST00000675515
KMT2C	Modulation of syn.trans	0.7556	0.0011	0.7545	716.15	-0.0404	0.0016	0.011	False	ENST00000681033	ENST00000682283
TIMM9	Neuron projection	0.6673	0.0093	0.6579	71.39	0.0558	0.8911	12.278	False	ENST00000395159	ENST00000555593
AMT	Neuron diff	0.3671	0.0636	0.3035	5.77	0.4101	0.9987	0.374	True	ENST00000538581	ENST00000395338
BRINP1	Synapse assembly	0.782	0.0108	0.7712	72.51	-0.0577	0.0023	0.132	False	ENST00000373964	ENST00000265922
MLH3	Oxidative stress resp	0.5555	0.0022	0.5533	257.24	0.1602	1.0	4.355	True	ENST00000556257	ENST00000553263
CEP170	Proteasome-UPS	0.7308	0.0026	0.7282	283.42	-0.015	0.4084	6.686	False	ENST00000336415	ENST00000481987
AGBL4	Inflammatory response	0.5223	0.0261	0.4963	20.04	0.2167	0.82	6.072	True	ENST00000371839	ENST00000371836
CLIP4	Neuron dev	0.6258	0.1445	0.4813	4.33	0.2317	0.2798	0.163	True	ENST00000691129	ENST00000693264
COPA	Neuron diff	0.6235	0.0475	0.576	13.12	0.1368	0.7061	8.035	True	ENST00000647683	ENST00000649676
MBP	Neuron dev	0.71	0.0143	0.6957	49.62	0.0171	0.0395	84.814	False	ENST00000382582	ENST00000397866
ZEB2	Axon guidance	0.7131	0.0003	0.7128	2663.82	-0.0001	0.0053	0.305	False	ENST00000392861	ENST00000636471
CEP41	Neuron dev	0.4902	0.0135	0.4766	36.25	0.2355	0.5863	1.443	True	ENST00000676243	ENST00000674539
GOLGA3	Autophagy	0.707	0.0019	0.705	364.71	0.0068	0.0337	0.23	False	ENST00000545875	ENST00000693666
ZFYVE26	Synapse assembly	0.9387	0.2198	0.7189	4.27	-0.0071	0.7047	1.039	False	ENST00000557306	ENST00000555452
POT1	Neuron dev	0.7668	0.0135	0.7533	56.71	-0.0416	0.8956	4.87	False	ENST00000668382	ENST00000655761
ITGB1	Synapse assembly	0.3257	0.0044	0.3213	73.85	0.3902	0.7816	1.656	True	ENST00000678766	ENST00000677999
SCP2	Mitochondrion org	0.5854	0.0058	0.5796	101.28	0.1308	0.9822	18.056	True	ENST00000408941	ENST00000407246
PHF3	Neuron projection	0.6889	0.0008	0.6881	883.42	0.0223	0.0763	0.058	False	ENST00000494284	ENST00000515594
PABPC1	MT cytoskeleton org	0.7121	0.001	0.7111	708.24	-0.0017	0.9973	42.951	False	ENST00000519004	ENST00000523555
CCT8	Neuron projection	0.7146	0.0057	0.7088	124.36	0.0002	0.0083	0.886	False	ENST00000540844	ENST00000626972
SSBP2	Mitochondrion org	0.484	0.0013	0.4828	382.54	0.2259	0.26	2.76	True	ENST00000515395	ENST00000504985
NBEA	Synapse assembly	0.7099	0.0014	0.7085	515.08	0.0001	0.0037	0.054	False	ENST00000685686	ENST00000629018
KMT2C	Neuron projection	0.536	0.0071	0.5289	75.57	0.1791	0.4523	3.169	True	ENST00000418061	ENST00000683490
CNTNAP3	Synaptic transmission	0.6862	0.0034	0.6827	200.24	0.0246	0.1127	0.237	False	ENST00000377659	ENST00000358144
CSNK1A1	Synapse assembly	0.7081	0.0006	0.7074	1096.47	-0.0002	0.0	0.0	False	ENST00000515435	ENST00000503350
ZMYND8	Neuron projection	0.7985	0.0038	0.7947	210.12	-0.0875	0.0	0.0	False	ENST00000619049	ENST00000617418
PHACTR2	Neuron dev	0.5338	0.057	0.4768	9.36	0.2301	1.0	0.718	True	ENST00000305766	ENST00000367584
GDAP1	Modulation of syn.trans	0.727	0.0005	0.7265	1387.4	-0.0199	0.1121	0.401	False	ENST00000675999	ENST00000676207
KCNK4	Synapse assembly	0.5264	0.005	0.5213	105.0	0.1847	0.2607	0.975	True	ENST00000422670	ENST00000394525
PSEN1	Neuron diff	0.591	0.0169	0.5741	34.96	0.1318	0.1349	0.077	True	ENST00000700437	ENST00000700389
LIG4	Neuron projection	0.7195	0.008	0.7115	90.33	-0.0063	0.1786	1.737	False	ENST00000692222	ENST00000688455
DNAJC16	Neuron diff	0.5595	0.0156	0.5439	35.81	0.1612	0.3147	0.195	True	ENST00000375849	ENST00000375838
MBP	Neuron diff	0.7043	0.0163	0.688	43.1	0.0171	0.0395	84.814	False	ENST00000382582	ENST00000397866
GET1	Synapse assembly	0.4913	0.0156	0.4757	31.51	0.2292	0.8926	1.228	True	ENST00000650376	ENST00000415847
