nm_id	enst_id	gene_name	source
NM_001197293	ENST00000521913	DPYSL2	MANE
NM_001197294	ENST00000343218	DPYSL3	MANE
NM_001197295	ENST00000707291	ECM2	biomart
NM_001197296	ENST00000707290	ECM2	biomart
NM_001197297	ENST00000924592	GABPA	biomart
NM_001197301	ENST00000597546	DKKL1	biomart
NM_001197302	ENST00000597873	DKKL1	biomart
NM_001197317	ENST00000261339	CLEC2D	biomart
NM_001197318	ENST00000543300	CLEC2D	biomart
NM_001197319	ENST00000545918	CLEC2D	biomart
NM_001197323	ENST00000564026	HIRIP3	biomart
NM_001197325	ENST00000904323	ARNT	biomart
NM_001197330	ENST00000539565	POLE2	biomart
NM_001197331	ENST00000554396	POLE2	biomart
NM_001198	ENST00000369096	PRDM1	MANE
NM_001198525	ENST00000545257	TCF7L2	biomart
NM_001198526	ENST00000867565	TCF7L2	biomart
NM_001198527	ENST00000369395	TCF7L2	biomart
NM_001198528	ENST00000352065	TCF7L2	biomart
NM_001198529	ENST00000704414	TCF7L2	biomart
NM_001198530	ENST00000534894	TCF7L2	biomart
NM_001198531	ENST00000949137	TCF7L2	biomart
NM_001198532	ENST00000442977	OXR1	biomart
NM_001198533	ENST00000517566	OXR1	MANE
NM_001198534	ENST00000297447	OXR1	biomart
NM_001198535	ENST00000449762	OXR1	biomart
NM_001198536	ENST00000541159	MEFV	biomart
NM_001198551	ENST00000379079	WT1	biomart
NM_001198552	ENST00000530998	WT1	biomart
NM_001198558	ENST00000440804	SIGLEC9	biomart
NM_001198559	ENST00000534855	DNAJC27	biomart
NM_001198568	ENST00000418030	ADCY4	MANE
NM_001198569	ENST00000930102	ATP6V0C	biomart
NM_001198588	ENST00000342159	JMJD7-PLA2G4B	biomart
NM_001198592	ENST00000646612	ADCY4	biomart
NM_001198593	ENST00000402114	STON1-GTF2A1L	biomart
NM_001198594	ENST00000394751	STON1-GTF2A1L	biomart
NM_001198595	ENST00000406226	STON1	biomart
NM_001198608	ENST00000454590	MAP7	biomart
NM_001198609	ENST00000617204	MAP7	biomart
NM_001198611	ENST00000438100	MAP7	biomart
NM_001198614	ENST00000454590	MAP7	biomart
NM_001198615	ENST00000544465	MAP7	biomart
NM_001198616	ENST00000618822	MAP7	biomart
NM_001198617	ENST00000616617	MAP7	biomart
NM_001198618	ENST00000432797	MAP7	biomart
NM_001198619	ENST00000432797	MAP7	biomart
NM_001198621	ENST00000396251	XIRP1	biomart
NM_001198644	ENST00000506134	TRIM6	biomart
NM_001198645	ENST00000515022	TRIM6	biomart
NM_001198664	ENST00000374293	GNG10	biomart
NM_001198665	ENST00000356641	ARHGEF12	biomart
NM_001198670	ENST00000314475	TLCD5	biomart
NM_001198671	ENST00000375095	TLCD5	MANE
NM_001198672	ENST00000375095	TLCD5	biomart
NM_001198673	ENST00000375095	TLCD5	biomart
NM_001198674	ENST00000529187	TLCD5	biomart
NM_001198675	ENST00000375095	TLCD5	biomart
NM_001198681	ENST00000613538	LEPROT	biomart
NM_001198682	ENST00000393183	NME2	biomart
NM_001198683	ENST00000497874	LEPROT	biomart
NM_001198687	ENST00000371059	LEPR	biomart
NM_001198688	ENST00000344610	LEPR	biomart
NM_001198689	ENST00000616738	LEPR	biomart
NM_001198690	ENST00000428358	PPAN-P2RY11	biomart
NM_001198695	ENST00000395592	MFAP4	biomart
NM_001198696	ENST00000307864	AIFM2	biomart
NM_001198713	ENST00000412945	SEPTIN4	biomart
NM_001198719	ENST00000380084	RBBP7	biomart
NM_001198721	ENST00000403581	PRR5	biomart
NM_001198726	ENST00000336963	ARHGAP8	biomart
NM_001198754	ENST00000507680	GNGT2	MANE
NM_001198755	ENST00000300406	GNGT2	biomart
NM_001198756	ENST00000511277	GNGT2	biomart
NM_001198759	ENST00000504764	LY75-CD302	biomart
NM_001198760	ENST00000505052	LY75-CD302	biomart
NM_001198763	ENST00000429078	CD302	biomart
NM_001198764	ENST00000553424	CD302	biomart
NM_001198773	ENST00000368872	PI4KB	biomart
NM_001198774	ENST00000368874	PI4KB	biomart
NM_001198775	ENST00000529142	PI4KB	biomart
NM_001198777	ENST00000374751	CUL2	biomart
NM_001198778	ENST00000421317	CUL2	biomart
NM_001198779	ENST00000537177	CUL2	biomart
NM_001198780	ENST00000433034	ARPC4	biomart
NM_001198783	ENST00000367862	POU2F1	biomart
NM_001198784	ENST00000569691	PIERCE2	MANE
NM_001198786	ENST00000429375	POU2F1	biomart
NM_001198793	ENST00000397256	ARPC4-TTLL3	biomart
NM_001198798	ENST00000957304	ASCC1	biomart
NM_001198799	ENST00000342444	ASCC1	biomart
NM_001198800	ENST00000672957	ASCC1	MANE
NM_001198801	ENST00000400422	EIF4G3	biomart
NM_001198802	ENST00000686579	EIF4G3	biomart
NM_001198803	ENST00000682284	EIF4G3	biomart
NM_001198815	ENST00000561890	MUC22	biomart
NM_001198818	ENST00000373997	A1CF	biomart
NM_001198819	ENST00000395489	A1CF	biomart
NM_001198820	ENST00000395495	A1CF	biomart
NM_001198827	ENST00000614574	C8orf58	biomart
NM_001198832	ENST00000618462	PDE4DIP	biomart
NM_001198834	ENST00000369356	PDE4DIP	biomart
NM_001198838	ENST00000374114	RBM12	biomart
NM_001198840	ENST00000359646	RBM12	biomart
NM_001198842	ENST00000543146	CCT2	biomart
NM_001198843	ENST00000398692	RBM4	biomart
NM_001198844	ENST00000396053	RBM4	biomart
NM_001198862	ENST00000535273	PACC1	biomart
NM_001198868	ENST00000533820	CAPN1	biomart
NM_001198869	ENST00000524773	CAPN1	biomart
NM_001198879	ENST00000413834	ATP5MF-PTCD1	biomart
NM_001198895	ENST00000636358	ACY1	biomart
NM_001198896	ENST00000494103	ACY1	biomart
NM_001198897	ENST00000476854	ACY1	biomart
NM_001198898	ENST00000874804	ACY1	biomart
NM_001198899	ENST00000714713	YY1AP1	biomart
NM_001198900	ENST00000359205	YY1AP1	biomart
NM_001198901	ENST00000368330	YY1AP1	biomart
NM_001198902	ENST00000347088	YY1AP1	biomart
NM_001198903	ENST00000368339	YY1AP1	biomart
NM_001198904	ENST00000368340	YY1AP1	biomart
NM_001198905	ENST00000404643	YY1AP1	biomart
NM_001198906	ENST00000715146	YY1AP1	biomart
NM_001198908	ENST00000503173	CCDC169	biomart
NM_001198909	ENST00000492758	ATP6V1F	biomart
NM_001198910	ENST00000511166	CCDC169-SOHLH2	biomart
NM_001198915	ENST00000537927	PPFIBP1	biomart
NM_001198916	ENST00000542629	PPFIBP1	biomart
NM_001198934	ENST00000372530	ABCC10	MANE
NM_001198938	ENST00000598334	DTNA	biomart
NM_001198939	ENST00000399121	DTNA	biomart
NM_001198940	ENST00000595022	DTNA	biomart
NM_001198941	ENST00000597599	DTNA	biomart
NM_001198942	ENST00000269192	DTNA	biomart
NM_001198943	ENST00000681759	DTNA	biomart
NM_001198944	ENST00000556414	DTNA	biomart
NM_001198945	ENST00000596745	DTNA	biomart
NM_001198950	ENST00000457511	MYO16	MANE
NM_001198956	ENST00000367840	DCAF6	MANE
NM_001198957	ENST00000432587	DCAF6	biomart
NM_001198963	ENST00000448551	FKTN	biomart
NM_001198965	ENST00000644025	NFATC4	biomart
NM_001198966	ENST00000643468	NFATC4	biomart
NM_001198967	ENST00000646650	NFATC4	biomart
NM_001198972	ENST00000373480	NHSL3	biomart
NM_001198973	ENST00000294521	NHSL3	biomart
NM_001198974	ENST00000504329	STIMATE-MUSTN1	biomart
NM_001198978	ENST00000372708	SMAP2	biomart
NM_001198979	ENST00000614549	SMAP2	biomart
NM_001198980	ENST00000539317	SMAP2	biomart
NM_001198983	ENST00000329886	TEDC1	biomart
NM_001198986	ENST00000504988	EPPIN-WFDC6	biomart
NM_001198993	ENST00000341991	NADK	biomart
NM_001198994	ENST00000378625	NADK	biomart
NM_001198995	ENST00000342348	NADK	biomart
NM_001198999	ENST00000558014	SEMA6D	biomart
NM_001199011	ENST00000568272	DCTN5	biomart
NM_001199012	ENST00000374409	STPG1	biomart
NM_001199013	ENST00000337248	STPG1	MANE
NM_001199014	ENST00000003583	STPG1	biomart
NM_001199017	ENST00000560369	LRRC49	biomart
NM_001199018	ENST00000443425	LRRC49	biomart
NM_001199021	ENST00000617421	SPON2	biomart
NM_001199037	ENST00000536859	SERINC2	biomart
NM_001199038	ENST00000373710	SERINC2	biomart
NM_001199039	ENST00000536384	SERINC2	biomart
NM_001199040	ENST00000672836	STRA6	biomart
NM_001199041	ENST00000673039	STRA6	biomart
NM_001199042	ENST00000673241	STRA6	biomart
NM_001199053	ENST00000261377	REXO5	biomart
NM_001199054	ENST00000632680	CDIP1	biomart
NM_001199055	ENST00000633324	CDIP1	biomart
NM_001199056	ENST00000631859	CDIP1	biomart
NM_001199058	ENST00000398333	ARPIN-AP3S2	biomart
NM_001199080	ENST00000961071	PODN	biomart
NM_001199081	ENST00000895719	PODN	biomart
NM_001199085	ENST00000444136	TDRD5	MANE
NM_001199086	ENST00000359846	NT5C1B	biomart
NM_001199087	ENST00000359846	NT5C1B	biomart
NM_001199088	ENST00000359846	NT5C1B	biomart
NM_001199089	ENST00000444136	TDRD5	biomart
NM_001199091	ENST00000367614	TDRD5	biomart
NM_001199092	ENST00000417329	TDRD5	biomart
NM_001199103	ENST00000444297	NT5C1B-RDH14	biomart
NM_001199104	ENST00000532967	NT5C1B-RDH14	biomart
NM_001199107	ENST00000646147	TBC1D24	MANE
NM_001199119	ENST00000623385	TRIM39-RPP21	biomart
NM_001199120	ENST00000412659	RPP21	biomart
NM_001199121	ENST00000427637	RPP21	biomart
NM_001199125	ENST00000539941	COPS3	biomart
NM_001199135	ENST00000392749	TANK	MANE
NM_001199138	ENST00000402280	NLRC4	MANE
NM_001199139	ENST00000360906	NLRC4	biomart
NM_001199142	ENST00000566501	EIF3C	biomart
NM_001199143	ENST00000409728	XIRP2	biomart
NM_001199144	ENST00000409273	XIRP2	biomart
NM_001199145	ENST00000409605	XIRP2	biomart
NM_001199149	ENST00000426532	LTF	biomart
NM_001199155	ENST00000706506	KAT7	biomart
NM_001199156	ENST00000454930	KAT7	biomart
NM_001199157	ENST00000509773	KAT7	biomart
NM_001199158	ENST00000510819	KAT7	biomart
NM_001199159	ENST00000611814	PI16	biomart
NM_001199160	ENST00000434032	USP19	biomart
NM_001199161	ENST00000417901	USP19	MANE
NM_001199162	ENST00000453664	USP19	biomart
NM_001199163	ENST00000375812	PSMC5	biomart
NM_001199165	ENST00000535342	CEP112	MANE
NM_001199172	ENST00000569840	MGAT5B	MANE
NM_001199173	ENST00000569417	MLST8	biomart
NM_001199174	ENST00000397124	MLST8	biomart
NM_001199175	ENST00000382450	MLST8	biomart
NM_001199189	ENST00000504878	CCNH	biomart
NM_001199196	ENST00000535612	ARMC6	MANE
NM_001199198	ENST00000394144	TBC1D23	MANE
NM_001199199	ENST00000373449	AK2	biomart
NM_001199201	ENST00000675490	ZBBX	MANE
NM_001199202	ENST00000392764	ZBBX	biomart
NM_001199206	ENST00000687084	IZUMO1R	MANE
NM_001199207	ENST00000455841	GTF2IRD1	biomart
NM_001199216	ENST00000537831	MAG	biomart
NM_001199219	ENST00000409539	INMT	biomart
NM_001199241	ENST00000409512	KYNU	biomart
NM_001199251	ENST00000412997	SGO1	MANE
NM_001199252	ENST00000263753	SGO1	biomart
NM_001199253	ENST00000924919	SGO1	biomart
NM_001199254	ENST00000419233	SGO1	biomart
NM_001199255	ENST00000442720	SGO1	biomart
NM_001199256	ENST00000306698	SGO1	biomart
NM_001199257	ENST00000443724	SGO1	biomart
NM_001199260	ENST00000609928	TOR1AIP2	MANE
NM_001199261	ENST00000367454	UCHL5	MANE
NM_001199262	ENST00000367448	UCHL5	biomart
NM_001199263	ENST00000367449	UCHL5	biomart
NM_001199264	ENST00000423407	SGK2	biomart
NM_001199266	ENST00000527911	DGKZ	biomart
NM_001199267	ENST00000456247	DGKZ	MANE
NM_001199268	ENST00000318201	DGKZ	biomart
NM_001199279	ENST00000534622	CHRNA6	biomart
NM_001199281	ENST00000627229	CABIN1	biomart
NM_001199282	ENST00000510413	LRBA	biomart
NM_001199285	ENST00000359744	PHOSPHO2	biomart
NM_001199286	ENST00000616524	PHOSPHO2	biomart
NM_001199287	ENST00000616481	PHOSPHO2	biomart
NM_001199288	ENST00000617738	PHOSPHO2	biomart
NM_001199290	ENST00000272797	KLHL23	biomart
NM_001199295	ENST00000376233	ZNF549	MANE
NM_001199297	ENST00000890107	UIMC1	biomart
NM_001199298	ENST00000511320	UIMC1	MANE
NM_001199302	ENST00000418359	CNOT2	biomart
NM_001199303	ENST00000953274	CNOT2	biomart
NM_001199317	ENST00000379486	CMTM2	biomart
NM_001199319	ENST00000428061	PEX26	biomart
NM_001199322	ENST00000397457	BLOC1S5	biomart
NM_001199323	ENST00000543936	BLOC1S5	biomart
NM_001199324	ENST00000598071	ZNF615	MANE
NM_001199327	ENST00000370899	FPGT-TNNI3K	biomart
NM_001199328	ENST00000534056	FPGT	biomart
NM_001199329	ENST00000370894	FPGT	biomart
NM_001199340	ENST00000914354	RPL17	biomart
NM_001199341	ENST00000579248	RPL17	biomart
NM_001199342	ENST00000851996	RPL17	biomart
NM_001199343	ENST00000851996	RPL17	biomart
NM_001199344	ENST00000914353	RPL17	biomart
NM_001199345	ENST00000581373	RPL17	biomart
NM_001199346	ENST00000613385	C18orf32	biomart
NM_001199355	ENST00000584895	RPL17-C18orf32	biomart
NM_001199356	ENST00000332968	RPL17-C18orf32	biomart
NM_001199377	ENST00000258873	ACSBG1	biomart
NM_001199378	ENST00000677240	GBF1	biomart
NM_001199379	ENST00000676993	GBF1	biomart
NM_001199380	ENST00000518802	RNF145	biomart
NM_001199381	ENST00000521606	RNF145	biomart
NM_001199382	ENST00000520638	RNF145	biomart
NM_001199383	ENST00000424310	RNF145	MANE
NM_001199397	ENST00000507142	NEK1	MANE
NM_001199398	ENST00000511633	NEK1	biomart
NM_001199399	ENST00000512193	NEK1	biomart
NM_001199400	ENST00000510533	NEK1	biomart
NM_001199427	ENST00000539721	TRAF3	biomart
NM_001199434	ENST00000254941	NIP7	biomart
NM_001199455	ENST00000448067	BRD2	biomart
NM_001199456	ENST00000436979	BRD2	biomart
NM_001199461	ENST00000614056	PDCD2	biomart
NM_001199462	ENST00000392090	PDCD2	biomart
NM_001199463	ENST00000443345	PDCD2	biomart
NM_001199464	ENST00000537445	PDCD2	biomart
NM_001199469	ENST00000273541	ISY1	biomart
NM_001199492	ENST00000919434	PDCD4	biomart
NM_001199505	ENST00000359926	PHACTR3	biomart
NM_001199506	ENST00000355648	PHACTR3	biomart
NM_001199509	ENST00000373086	NCR2	biomart
NM_001199510	ENST00000373083	NCR2	biomart
NM_001199513	ENST00000874679	TGIF2	biomart
NM_001199514	ENST00000373872	TGIF2	biomart
NM_001199515	ENST00000611732	TGIF2	biomart
NM_001199527	ENST00000400427	UMODL1	biomart
NM_001199528	ENST00000400424	UMODL1	biomart
NM_001199534	ENST00000373852	RAB5IF	biomart
NM_001199551	ENST00000618572	CIDEC	biomart
NM_001199552	ENST00000675828	CIDEC	biomart
NM_001199562	ENST00000402064	PLA2G6	biomart
NM_001199563	ENST00000314641	POPDC1	MANE
NM_001199570	ENST00000593074	CLIP3	biomart
NM_001199573	ENST00000379965	TRIM22	biomart
NM_001199577	ENST00000611999	GIMAP1-GIMAP5	biomart
NM_001199583	ENST00000538621	PACSIN1	biomart
NM_001199623	ENST00000383817	CIDEC	biomart
NM_001199629	ENST00000695999	MYL6B	biomart
NM_001199633	ENST00000376238	SLC28A3	MANE
NM_001199635	ENST00000396211	ADCYAP1R1	biomart
NM_001199636	ENST00000705423	ADCYAP1R1	biomart
NM_001199637	ENST00000409363	ADCYAP1R1	biomart
NM_001199640	ENST00000456383	IL33	biomart
NM_001199641	ENST00000417746	IL33	biomart
NM_001199642	ENST00000309879	ADCY5	biomart
NM_001199649	ENST00000340930	PTK2	biomart
NM_001199659	ENST00000523983	LETM2	biomart
NM_001199660	ENST00000523983	LETM2	biomart
NM_001199671	ENST00000479257	CALU	biomart
NM_001199672	ENST00000542996	CALU	biomart
NM_001199673	ENST00000535011	CALU	biomart
NM_001199679	ENST00000370203	TLCD4	biomart
NM_001199682	ENST00000370202	RWDD3	biomart
NM_001199687	ENST00000451436	EDA2R	biomart
NM_001199691	ENST00000604534	TLCD4-RWDD3	biomart
NM_001199692	ENST00000485713	SLC4A2	biomart
NM_001199693	ENST00000392826	SLC4A2	biomart
NM_001199694	ENST00000461735	SLC4A2	biomart
NM_001199697	ENST00000615143	BAG6	biomart
NM_001199698	ENST00000551350	BAG6	biomart
NM_001199706	ENST00000440378	MATCAP2	MANE
NM_001199707	ENST00000338533	MATCAP2	biomart
NM_001199708	ENST00000436884	MATCAP2	biomart
NM_001199723	ENST00000621784	CRABP2	biomart
NM_001199729	ENST00000645254	MSRA	biomart
NM_001199741	ENST00000370985	GADD45A	biomart
NM_001199742	ENST00000650283	GADD45A	biomart
NM_001199743	ENST00000563998	DCTN5	biomart
NM_001199744	ENST00000524555	SAA2-SAA4	biomart
NM_001199745	ENST00000533729	ARL2	biomart
NM_001199746	ENST00000450510	HOXD8	biomart
NM_001199747	ENST00000429017	HOXD8	biomart
NM_001199752	ENST00000392518	CPT1C	biomart
NM_001199753	ENST00000598293	CPT1C	MANE
NM_001199756	ENST00000537030	PPP2R5A	biomart
NM_001199757			unmapped
NM_001199758	ENST00000559722	MTHFS	biomart
NM_001199760	ENST00000615374	ST20-MTHFS	biomart
NM_001199763	ENST00000409251	PTPRN	biomart
NM_001199764	ENST00000423636	PTPRN	biomart
NM_001199770	ENST00000366671	OTX1	biomart
NM_001199775	ENST00000543464	CPD	biomart
NM_001199777	ENST00000549035	POC1B	biomart
NM_001199781	ENST00000548729	POC1B-GALNT4	biomart
NM_001199782	ENST00000548729	POC1B-GALNT4	biomart
NM_001199784	ENST00000339987	SDCBP2	biomart
NM_001199787			unmapped
NM_001199797	ENST00000477554	PTPN7	biomart
NM_001199799	ENST00000344209	ILDR1	MANE
NM_001199800	ENST00000393631	ILDR1	biomart
NM_001199802	ENST00000374550	RPL11	biomart
NM_001199803	ENST00000473706	CENPO	biomart
NM_001199805	ENST00000240618	KLRK1	biomart
NM_001199809	ENST00000440600	INTS7	biomart
NM_001199811	ENST00000366993	INTS7	biomart
NM_001199812	ENST00000366992	INTS7	biomart
NM_001199818	ENST00000907067	GPRASP2	biomart
NM_001199823	ENST00000644921	NEDD8-MDP1	biomart
NM_001199824	ENST00000612221	SBK3	MANE
NM_001199828	ENST00000368762	SPRR1A	biomart
NM_001199829	ENST00000322343	HORMAD1	biomart
NM_001199830	ENST00000513463	HPSE	biomart
NM_001199834	ENST00000370119	VCAM1	biomart
NM_001199835	ENST00000446848	SNX10	biomart
NM_001199837	ENST00000338523	SNX10	biomart
NM_001199838	ENST00000409838	SNX10	biomart
NM_001199839	ENST00000678311	BCL2L2	biomart
NM_001199847	ENST00000885288	SMURF1	biomart
NM_001199849	ENST00000878829	DAP3	biomart
NM_001199850	ENST00000421487	DAP3	biomart
NM_001199851	ENST00000535183	DAP3	biomart
NM_001199852	ENST00000447596	AK3	biomart
NM_001199853	ENST00000359883	AK3	biomart
NM_001199855	ENST00000611749	AK3	biomart
NM_001199856	ENST00000611749	AK3	biomart
NM_001199859	ENST00000297450	ANGPT1	biomart
NM_001199860	ENST00000164247	KCNAB2	biomart
NM_001199861	ENST00000378097	KCNAB2	biomart
NM_001199862	ENST00000378083	KCNAB2	MANE
NM_001199863	ENST00000458166	KCNAB2	biomart
NM_001199864	ENST00000553781	BCL2L2-PABPN1	biomart
NM_001199865	ENST00000636835	KIF16B	biomart
NM_001199866	ENST00000408042	KIF16B	biomart
NM_001199867	ENST00000262891	MARK4	MANE
NM_001199873	ENST00000622395	B4GALT3	biomart
NM_001199874	ENST00000622395	B4GALT3	biomart
NM_001199875	ENST00000409960	SERF2	biomart
NM_001199876	ENST00000339624	SERF2	biomart
NM_001199877	ENST00000381359	SERF2	biomart
NM_001199878	ENST00000403425	SERF2	biomart
NM_001199880	ENST00000522910	EGR3	biomart
NM_001199881			unmapped
NM_001199886	ENST00000520269	IL7	biomart
NM_001199887	ENST00000541183	IL7	biomart
NM_001199888	ENST00000379113	IL7	biomart
NM_001199897	ENST00000427562	LAMP5	biomart
NM_001199917	ENST00000506587	PGM3	biomart
NM_001199918	ENST00000283977	PGM3	biomart
NM_001199919	ENST00000512866	PGM3	biomart
NM_001199922	ENST00000618733	SIAE	biomart
NM_001199933	ENST00000356644	SESN1	biomart
NM_001199934	ENST00000302071	SESN1	biomart
NM_001199938	ENST00000939589	EBLN1	biomart
NM_001199942	ENST00000237163	DOP1A	biomart
NM_001199943	ENST00000417295	SH3GL1	biomart
NM_001199944	ENST00000598564	SH3GL1	biomart
NM_001199951	ENST00000612374	LYZL6	biomart
NM_001199957	ENST00000493866	NDUFB5	biomart
NM_001199958	ENST00000611971	NDUFB5	biomart
NM_001199975	ENST00000944300	UQCRB	biomart
NM_001199981	ENST00000637990	NDUFS1	biomart
NM_001199982	ENST00000637631	NDUFS1	biomart
NM_001199983	ENST00000637298	NDUFS1	biomart
NM_001199984	ENST00000636505	NDUFS1	biomart
NM_001199987	ENST00000366466	NDUFB6	biomart
NM_001199989	ENST00000579152	RASD1	biomart
NM_001200001	ENST00000256646	NOTCH2	biomart
NM_001200003	ENST00000392944	GPSM1	biomart
NM_001200016	ENST00000443094	NAA80	MANE
NM_001200018	ENST00000417393	NAA80	biomart
NM_001200019	ENST00000349451	OPRL1	biomart
NM_001200029	ENST00000621157	HYAL3	biomart
NM_001200030	ENST00000450982	HYAL3	biomart
NM_001200031	ENST00000415204	HYAL3	biomart
NM_001200032	ENST00000513170	HYAL3	biomart
NM_001200049	ENST00000368586	CFAP46	MANE
NM_001200050	ENST00000367554	NPL	biomart
NM_001200051	ENST00000367555	NPL	biomart
NM_001200052	ENST00000614468	NPL	biomart
NM_001200053	ENST00000550464	PMEL	biomart
NM_001200054	ENST00000449260	PMEL	biomart
NM_001200056	ENST00000367553	NPL	biomart
NM_001201325	ENST00000417171	PDZK1	MANE
NM_001201326	ENST00000451928	PDZK1	biomart
NM_001201329	ENST00000644687	PPP1R3B	biomart
NM_001201334	ENST00000321027	GCFC2	biomart
NM_001201335	ENST00000470503	GCFC2	biomart
NM_001201352	ENST00000691900	ASGR2	MANE
NM_001201362	ENST00000706660	HMGN3	biomart
NM_001201363	ENST00000620514	HMGN3	MANE
NM_001201365	ENST00000394519	RNF14	biomart
NM_001201366	ENST00000554871	DNAL1	biomart
NM_001201372	ENST00000378685	CCDC136	biomart
NM_001201377	ENST00000409134	ALDH7A1	biomart
NM_001201380	ENST00000377561	CNTNAP3B	MANE
NM_001201401	ENST00000393568	GALC	biomart
NM_001201402	ENST00000393569	GALC	biomart
NM_001201404	ENST00000536657	WASF2	biomart
NM_001201407	ENST00000433976	ZNF778	MANE
NM_001201428	ENST00000871668	GORASP2	biomart
NM_001201429	ENST00000617531	CABIN1	biomart
NM_001201450			unmapped
NM_001201451			unmapped
NM_001201457	ENST00000240361	TEX14	biomart
NM_001201459	ENST00000407879	ZNF513	biomart
NM_001201465	ENST00000583169	NETO1	biomart
NM_001201466	ENST00000274134	ROPN1L	biomart
NM_001201472	ENST00000617235	CORO7	biomart
NM_001201473	ENST00000631534	CORO7	biomart
NM_001201474	ENST00000610527	C18orf21	biomart
NM_001201475	ENST00000333234	C18orf21	biomart
NM_001201476	ENST00000618334	C18orf21	biomart
NM_001201477	ENST00000303155	NETO2	biomart
NM_001201479	ENST00000617295	CORO7-PAM16	biomart
NM_001201480	ENST00000392505	OSBPL6	biomart
NM_001201481	ENST00000409045	OSBPL6	biomart
NM_001201482	ENST00000359685	OSBPL6	biomart
NM_001201528	ENST00000377899	PCSK2	biomart
NM_001201529	ENST00000536609	PCSK2	biomart
NM_001201536	ENST00000350027	TAF1A	biomart
NM_001201543	ENST00000404929	FAM161A	MANE
NM_001201545	ENST00000487146	RBM15	biomart
NM_001201546	ENST00000472422	SLC16A4	biomart
NM_001201547	ENST00000541986	SLC16A4	biomart
NM_001201548	ENST00000437429	SLC16A4	biomart
