gene	n_isoforms	n_pos_go	mean_go_corr	fsi	top_consistency	specialization_ratio	has_domain_loss	scenario
ENSG00000064933.19	6	5	0.9520	0.0480	0.6000	0.1702	True	Mixed
ENSG00000155657.29	14	14	0.2346	0.7654	0.4286	1.2052	True	S2
ENSG00000185651.16	7	6	0.5371	0.4629	0.8333	0.3368	True	Mixed
ENSG00000166311.10	3	3	-0.3333	1.3333	0.3333	0.5891	False	S2
ENSG00000149596.7	6	2	1.0000	0.0000	1.0000	0.1435	False	S1
ENSG00000183337.18	4	7	0.4286	0.5714	0.8571	0.0020	False	Mixed
ENSG00000168214.22	4	10	0.1556	0.8444	0.7000	0.0017	False	S2
ENSG00000131061.15	4	5	-0.2000	1.2000	0.6000	0.0007	False	S2
ENSG00000188313.13	3	6	0.4333	0.5667	0.8333	0.3702	False	Mixed
ENSG00000196152.10	3	3	-0.3333	1.3333	0.6667	0.0004	False	S2
ENSG00000162434.14	17	5	0.8425	0.1575	0.6000	0.3716	True	Mixed
ENSG00000107758.16	5	6	0.0733	0.9267	0.6667	0.0382	True	S2
ENSG00000124104.19	5	2	0.6842	0.3158	0.5000	3.2980	True	Mixed
ENSG00000034152.20	6	6	0.7333	0.2667	0.6667	4.3986	True	Mixed
ENSG00000132819.17	9	4	0.6111	0.3889	0.7500	2.1469	True	Mixed
ENSG00000159899.16	4	4	-0.3333	1.3333	0.5000	0.1665	True	S2
ENSG00000078699.22	6	2	-1.0000	2.0000	0.5000	0.0004	False	S2
ENSG00000158321.19	3	2	1.0000	0.0000	1.0000	0.1557	False	S1
ENSG00000082397.18	6	3	0.6364	0.3636	0.3333	0.2750	True	Mixed
ENSG00000114867.22	8	5	0.0900	0.9100	0.6000	0.2385	False	S2
ENSG00000141646.17	10	14	0.4036	0.5964	0.8571	0.0632	True	Mixed
ENSG00000182957.16	9	3	0.1504	0.8496	0.3333	0.3172	False	S2
ENSG00000132676.16	4	4	0.3704	0.6296	0.5000	0.1931	False	Mixed
ENSG00000130939.20	3	5	0.3500	0.6500	0.6000	0.3733	False	Mixed
ENSG00000050748.18	5	5	0.0105	0.9895	0.4000	0.0007	False	S2
ENSG00000120049.20	5	5	0.0222	0.9778	0.8000	0.0098	True	S2
ENSG00000113657.13	4	3	-0.3333	1.3333	0.6667	0.0728	False	S2
ENSG00000189058.9	5	2	0.5789	0.4211	0.5000	0.0778	False	Mixed
ENSG00000197128.13	4	3	0.8519	0.1481	1.0000	0.0615	True	S1
ENSG00000076685.19	8	4	0.8608	0.1392	0.5000	0.5768	False	Mixed
ENSG00000112561.19	9	11	0.8000	0.2000	0.9091	0.0066	True	S1
ENSG00000146872.19	7	6	0.9636	0.0364	0.8333	4.0607	True	S1
ENSG00000100697.17	13	5	1.0000	0.0000	1.0000	1.2062	True	S1
ENSG00000078399.19	3	8	1.0000	0.0000	1.0000	0.3274	False	S1
ENSG00000143514.18	3	3	1.0000	0.0000	1.0000	0.0049	True	S1
ENSG00000107562.18	4	3	0.8519	0.1481	0.6667	4.0848	False	Mixed
ENSG00000139793.21	6	4	0.7619	0.2381	0.5000	0.0216	False	Mixed
ENSG00000140403.13	3	2	-0.5000	1.5000	0.5000	0.0047	False	S2
ENSG00000113580.15	5	13	0.0769	0.9231	0.6923	0.0000	False	S2
ENSG00000138835.24	4	3	0.0667	0.9333	0.6667	1.7042	True	S2
ENSG00000177426.22	6	8	0.2500	0.7500	0.5000	0.0711	False	S2
ENSG00000129691.16	4	2	0.2000	0.8000	0.5000	0.1067	False	S2
ENSG00000118689.15	3	11	0.3455	0.6545	0.8182	0.4367	True	Mixed
ENSG00000108107.15	7	3	1.0000	0.0000	1.0000	1.3738	False	S1
ENSG00000160712.13	4	3	-0.3333	1.3333	0.6667	0.0033	False	S2
ENSG00000106290.16	7	4	0.1458	0.8542	0.5000	0.0751	False	S2
ENSG00000127334.11	4	7	0.4286	0.5714	0.8571	0.0068	True	Mixed
ENSG00000140105.18	5	6	-0.0667	1.0667	0.6667	0.0041	False	S2
ENSG00000038382.23	7	6	0.5653	0.4347	0.6667	1.6850	True	Mixed
ENSG00000121766.16	3	5	0.2000	0.8000	0.8000	0.0107	False	S2
ENSG00000082996.20	5	3	0.7193	0.2807	0.6667	0.8914	True	Mixed
ENSG00000165632.9	3	2	-1.0000	2.0000	0.5000	0.0201	True	S2
ENSG00000139910.20	5	4	1.0000	0.0000	1.0000	0.0823	True	S1
ENSG00000174720.18	8	3	-0.3333	1.3333	0.3333	0.0630	True	S2
ENSG00000113360.17	3	3	-0.3333	1.3333	0.6667	0.0136	False	S2
ENSG00000127616.22	7	11	0.1273	0.8727	0.7273	0.0437	False	S2
ENSG00000151623.15	7	6	0.3333	0.6667	0.8333	0.0024	True	Mixed
ENSG00000113810.16	3	4	-0.3333	1.3333	0.5000	0.2332	False	S2
ENSG00000147403.18	5	3	-0.3333	1.3333	0.6667	0.9477	False	S2
ENSG00000187555.17	3	2	1.0000	0.0000	1.0000	0.7031	True	S1
ENSG00000129317.15	4	2	1.0000	0.0000	1.0000	0.0393	False	S1
ENSG00000189184.12	4	3	-0.3333	1.3333	0.3333	1.2242	True	S2
ENSG00000073008.16	7	4	0.7000	0.3000	0.7500	0.6338	True	Mixed
ENSG00000154889.17	3	2	0.5000	0.5000	0.5000	0.0373	False	Mixed
ENSG00000144381.18	4	6	0.2889	0.7111	0.8333	0.0126	False	S2
ENSG00000167549.19	14	2	0.9855	0.0145	0.5000	1.2824	True	Mixed
ENSG00000181852.18	5	8	1.0000	0.0000	1.0000	0.1845	True	S1
ENSG00000139174.12	7	3	1.0000	0.0000	1.0000	0.0065	True	S1
ENSG00000126561.18	8	8	1.0000	0.0000	1.0000	0.0358	True	S1
ENSG00000068024.18	4	10	0.1556	0.8444	0.4000	0.1088	True	S2
ENSG00000010322.16	4	4	1.0000	0.0000	1.0000	0.2148	True	S1
ENSG00000175416.16	3	2	1.0000	0.0000	1.0000	0.0284	False	S1
ENSG00000139679.16	5	2	-1.0000	2.0000	0.5000	0.0000	True	S2
ENSG00000151292.19	7	5	0.6528	0.3472	0.6000	29.7792	True	Mixed
ENSG00000049618.25	10	3	0.3684	0.6316	0.6667	1.4289	True	Mixed
ENSG00000104067.17	3	3	1.0000	0.0000	1.0000	0.4420	True	S1
ENSG00000096063.16	3	7	0.7143	0.2857	1.0000	0.0087	False	S1
ENSG00000127870.17	7	4	-0.0222	1.0222	0.7500	0.2473	True	S2
ENSG00000089597.18	4	2	1.0000	0.0000	1.0000	2.8862	False	S1
ENSG00000087053.20	8	2	1.0000	0.0000	1.0000	0.0119	True	S1
ENSG00000165533.19	3	2	1.0000	0.0000	1.0000	0.0006	False	S1
ENSG00000175197.13	4	12	0.3939	0.6061	0.8333	0.1562	False	Mixed
ENSG00000100461.18	5	3	0.2917	0.7083	0.6667	0.0005	False	S2
ENSG00000112242.16	3	10	0.0667	0.9333	0.7000	0.0904	False	S2
ENSG00000142192.22	5	11	0.2582	0.7418	0.4545	0.0184	False	S2
ENSG00000145730.21	11	4	0.4136	0.5864	0.5000	0.2189	True	Mixed
ENSG00000075711.21	4	5	0.1600	0.8400	0.4000	0.1117	True	S2
ENSG00000160087.21	8	2	0.7260	0.2740	0.5000	1.8770	True	Mixed
ENSG00000013561.18	3	5	-0.2000	1.2000	0.6000	0.0681	False	S2
ENSG00000072134.16	4	3	-0.3333	1.3333	0.6667	0.0016	False	S2
ENSG00000003756.17	5	5	-0.0625	1.0625	0.6000	0.0827	True	S2
ENSG00000095787.26	14	2	0.8821	0.1179	0.5000	0.7223	True	Mixed
ENSG00000141503.17	3	5	0.8000	0.2000	1.0000	0.5449	False	S1
ENSG00000136238.20	3	7	1.0000	0.0000	1.0000	2.5431	True	S1
ENSG00000108509.21	4	8	0.8730	0.1270	0.5000	0.3169	True	Mixed
ENSG00000157450.16	4	2	1.0000	0.0000	1.0000	0.9325	False	S1
ENSG00000073584.20	6	4	0.9032	0.0968	0.5000	0.2672	False	Mixed
ENSG00000070808.17	4	8	0.5643	0.4357	0.3750	3.0278	True	Mixed
ENSG00000197381.18	6	4	0.6667	0.3333	0.5000	5.1933	True	Mixed
ENSG00000153250.21	5	4	-0.2632	1.2632	0.5000	0.0207	False	S2
ENSG00000166165.14	3	3	1.0000	0.0000	1.0000	1.0325	False	S1
ENSG00000011304.22	6	4	-0.2500	1.2500	0.5000	0.0017	False	S2
ENSG00000141959.17	5	3	1.0000	0.0000	1.0000	2.0916	False	S1
ENSG00000166321.14	3	2	1.0000	0.0000	1.0000	16.0109	True	S1
ENSG00000146833.16	3	4	0.0000	1.0000	0.7500	0.0211	True	S2
ENSG00000179950.15	6	5	-0.0235	1.0235	0.6000	0.0002	False	S2
ENSG00000128284.21	5	2	1.0000	0.0000	1.0000	0.0414	False	S1
ENSG00000168036.19	7	11	0.9321	0.0679	1.0000	0.1386	False	S1
ENSG00000144744.18	3	3	-0.3333	1.3333	0.6667	0.0004	False	S2
ENSG00000116678.20	3	4	0.0000	1.0000	0.7500	0.0126	False	S2
ENSG00000213066.14	7	3	0.9275	0.0725	0.6667	0.1017	False	Mixed
ENSG00000136861.19	9	6	0.7835	0.2165	0.6667	0.2122	True	Mixed
ENSG00000085274.16	4	3	1.0000	0.0000	1.0000	0.1062	True	S1
ENSG00000166833.23	7	2	-1.0000	2.0000	0.5000	0.0147	False	S2
ENSG00000135931.19	4	2	1.0000	0.0000	1.0000	0.0080	False	S1
ENSG00000102908.23	16	8	0.9606	0.0394	0.7500	0.2973	True	Mixed
ENSG00000132780.17	6	3	-0.0392	1.0392	0.3333	0.0693	True	S2
ENSG00000112144.16	6	6	0.3333	0.6667	0.8333	0.0002	True	Mixed
ENSG00000120693.16	5	4	0.0000	1.0000	0.7500	0.0025	True	S2
ENSG00000122545.22	5	7	-0.0827	1.0827	0.4286	0.0046	False	S2
ENSG00000102710.21	9	2	0.8291	0.1709	1.0000	0.3573	False	S1
ENSG00000175054.16	3	4	1.0000	0.0000	1.0000	0.5058	True	S1
ENSG00000041982.17	3	4	-0.3333	1.3333	0.5000	0.1783	True	S2
ENSG00000136811.17	3	3	1.0000	0.0000	1.0000	0.0047	False	S1
ENSG00000159111.13	3	3	0.1667	0.8333	0.6667	0.7322	False	S2
ENSG00000062485.19	3	2	0.5000	0.5000	0.5000	10.6707	True	Mixed
ENSG00000179295.19	8	5	0.4169	0.5831	0.4000	1.5215	True	Mixed
ENSG00000165119.22	14	7	0.0290	0.9710	0.2857	0.0406	False	S2
ENSG00000128191.17	5	5	-0.2000	1.2000	0.6000	0.1011	True	S2
ENSG00000131473.17	3	3	-0.3333	1.3333	0.6667	0.0051	False	S2
ENSG00000078618.23	3	2	0.5000	0.5000	0.5000	3.2047	True	Mixed
ENSG00000214078.13	5	3	0.3684	0.6316	1.0000	0.0606	False	Mixed
ENSG00000100243.22	5	2	0.1111	0.8889	0.5000	0.0092	False	S2
ENSG00000178802.18	4	2	0.4000	0.6000	0.5000	0.3709	False	Mixed
ENSG00000105323.18	5	3	0.5333	0.4667	0.6667	0.0230	True	Mixed
ENSG00000164924.18	7	9	0.6570	0.3430	0.6667	0.1411	False	Mixed
ENSG00000029363.17	13	4	0.0057	0.9943	0.5000	0.6365	False	S2
ENSG00000105983.23	3	2	-1.0000	2.0000	0.5000	0.0046	True	S2
ENSG00000065559.15	5	5	-0.0105	1.0105	0.4000	0.0966	True	S2
ENSG00000125740.15	13	9	0.8527	0.1473	0.5556	1.1780	True	Mixed
ENSG00000164144.16	3	3	0.0000	1.0000	0.6667	0.0607	False	S2
ENSG00000096384.20	4	11	0.3455	0.6545	0.8182	0.0004	False	Mixed
ENSG00000100979.15	6	2	0.6364	0.3636	0.5000	0.0021	True	Mixed
ENSG00000165671.22	13	6	-0.0267	1.0267	0.5000	0.1699	False	S2
ENSG00000165732.14	4	7	0.3333	0.6667	0.5714	0.6402	True	Mixed
ENSG00000125875.15	10	3	-0.3333	1.3333	0.3333	0.0114	True	S2
ENSG00000105499.14	4	3	1.0000	0.0000	1.0000	0.0099	False	S1
ENSG00000196391.11	3	3	1.0000	0.0000	1.0000	5.0500	True	S1
ENSG00000197548.13	3	2	-1.0000	2.0000	0.5000	0.0000	False	S2
ENSG00000196628.20	23	13	0.5858	0.4142	0.4615	3.2470	True	Mixed
ENSG00000102317.18	4	4	1.0000	0.0000	1.0000	1.7235	True	S1
ENSG00000112562.20	4	3	1.0000	0.0000	1.0000	0.0166	False	S1
ENSG00000197043.15	3	5	-0.2500	1.2500	0.4000	0.0037	False	S2
ENSG00000112282.18	5	2	-1.0000	2.0000	0.5000	0.2898	False	S2
ENSG00000178209.17	10	6	0.2467	0.7533	0.5000	0.0172	True	S2
ENSG00000162971.11	5	2	-0.1111	1.1111	0.5000	0.0931	False	S2
ENSG00000054118.15	3	6	1.0000	0.0000	1.0000	0.0079	False	S1
ENSG00000086619.15	4	2	-1.0000	2.0000	0.5000	0.5605	False	S2
ENSG00000010810.18	4	9	0.2222	0.7778	0.7778	0.0008	True	S2
ENSG00000122566.23	23	4	-0.1886	1.1886	0.5000	0.0151	True	S2
ENSG00000131018.25	10	7	0.4703	0.5297	0.4286	0.3760	True	Mixed
ENSG00000182670.14	11	3	0.8852	0.1148	1.0000	2.5913	False	S1
ENSG00000117335.21	7	3	0.9152	0.0848	0.6667	1.1391	False	Mixed
ENSG00000079974.19	3	4	0.0000	1.0000	0.7500	0.0008	False	S2
ENSG00000089177.20	3	5	1.0000	0.0000	1.0000	0.0003	True	S1
ENSG00000197386.14	14	3	-0.1200	1.1200	0.6667	0.0774	False	S2
ENSG00000168301.13	3	2	1.0000	0.0000	1.0000	0.0606	False	S1
ENSG00000164093.18	5	14	0.1382	0.8618	0.5000	0.0173	True	S2
ENSG00000196935.10	4	3	-0.3333	1.3333	0.6667	0.0031	False	S2
ENSG00000198399.16	4	4	-0.1111	1.1111	0.5000	1.6596	True	S2
ENSG00000100413.17	5	2	1.0000	0.0000	1.0000	0.0996	False	S1
ENSG00000135316.20	17	3	0.7936	0.2064	0.6667	16.5651	True	Mixed
ENSG00000108001.16	3	5	0.8000	0.2000	1.0000	0.1276	False	S1
ENSG00000139436.22	3	3	-0.3333	1.3333	0.6667	0.2932	False	S2
ENSG00000198160.15	5	3	-0.2667	1.2667	0.3333	0.1607	False	S2
ENSG00000115380.20	3	3	0.6667	0.3333	1.0000	0.0693	True	Mixed
ENSG00000243943.10	3	4	-0.0833	1.0833	0.7500	0.0051	False	S2
ENSG00000196218.15	8	5	1.0000	0.0000	1.0000	0.9574	True	S1
ENSG00000132781.22	3	3	1.0000	0.0000	1.0000	0.0074	False	S1
ENSG00000141556.22	12	2	-0.5000	1.5000	0.5000	0.0330	False	S2
ENSG00000196367.15	8	2	0.6842	0.3158	0.5000	0.4677	True	Mixed
ENSG00000163870.16	3	2	-1.0000	2.0000	0.5000	1.0524	False	S2
ENSG00000005812.11	4	2	1.0000	0.0000	1.0000	1.0402	True	S1
ENSG00000101966.14	3	4	0.0000	1.0000	0.7500	0.0412	False	S2
ENSG00000256771.5	3	2	-0.5000	1.5000	0.5000	1.0779	True	S2
ENSG00000079805.19	7	5	-0.1245	1.1245	0.4000	0.0001	True	S2
ENSG00000197857.16	3	2	-0.5000	1.5000	0.5000	0.0531	False	S2
ENSG00000165731.22	6	6	1.0000	0.0000	1.0000	4.1984	True	S1
ENSG00000122299.12	3	3	1.0000	0.0000	1.0000	1.3770	True	S1
ENSG00000119684.16	3	3	-0.3333	1.3333	0.6667	0.1516	True	S2
ENSG00000225830.16	11	6	0.5969	0.4031	0.5000	1.3063	True	Mixed
ENSG00000197451.12	4	6	-0.0667	1.0667	0.6667	0.0020	False	S2
ENSG00000155229.21	4	4	0.1667	0.8333	0.7500	0.0464	False	S2
ENSG00000197223.12	4	4	0.0333	0.9667	0.7500	0.0097	False	S2
ENSG00000197321.16	4	3	0.8667	0.1333	1.0000	0.0768	False	S1
ENSG00000107957.17	10	2	1.0000	0.0000	1.0000	0.0066	False	S1
ENSG00000197971.16	17	3	0.7056	0.2944	0.6667	1.5761	False	Mixed
ENSG00000196233.14	12	4	1.0000	0.0000	1.0000	1.5998	False	S1
ENSG00000066933.17	4	4	-0.0000	1.0000	0.5000	1.5313	True	S2
ENSG00000050130.18	5	2	0.1000	0.9000	0.5000	0.6248	False	S2
ENSG00000215440.12	3	2	1.0000	0.0000	1.0000	0.0515	False	S1
ENSG00000196712.20	3	2	1.0000	0.0000	1.0000	0.3899	False	S1
ENSG00000143570.19	5	3	0.4074	0.5926	0.6667	0.0792	False	Mixed
ENSG00000100401.21	8	5	-0.2000	1.2000	0.6000	0.0064	True	S2
ENSG00000145907.16	4	5	0.2000	0.8000	0.8000	0.0025	False	S2
ENSG00000125826.22	7	5	0.8080	0.1920	1.0000	0.9388	True	S1
ENSG00000197535.16	9	7	0.0476	0.9524	0.7143	0.0011	True	S2
ENSG00000119682.18	9	3	1.0000	0.0000	1.0000	0.0081	False	S1
ENSG00000186350.12	8	14	0.0110	0.9890	0.6429	0.0004	True	S2
ENSG00000177479.20	4	5	-0.2000	1.2000	0.6000	0.0012	False	S2
ENSG00000145979.18	3	3	-0.3333	1.3333	0.6667	0.0120	False	S2
ENSG00000198363.18	13	4	0.2059	0.7941	0.5000	1.6237	True	S2
ENSG00000105220.17	4	2	1.0000	0.0000	1.0000	0.0000	False	S1
ENSG00000147419.19	3	2	1.0000	0.0000	1.0000	2.2125	False	S1
ENSG00000004487.18	8	11	0.4412	0.5588	0.5455	0.1563	False	Mixed
ENSG00000196914.9	3	3	-0.3333	1.3333	0.6667	0.1804	False	S2
ENSG00000160752.15	5	2	1.0000	0.0000	1.0000	0.1021	False	S1
ENSG00000186522.15	3	4	1.0000	0.0000	1.0000	0.2625	False	S1
ENSG00000163605.16	3	2	-1.0000	2.0000	0.5000	0.0412	False	S2
ENSG00000169045.19	3	4	0.0000	1.0000	0.7500	0.0095	True	S2
ENSG00000196531.14	6	2	1.0000	0.0000	1.0000	0.6098	False	S1
ENSG00000118518.17	5	4	0.0000	1.0000	0.7500	0.0016	True	S2
ENSG00000007944.16	4	3	-0.3333	1.3333	0.6667	0.0153	True	S2
ENSG00000144674.19	7	2	-1.0000	2.0000	0.5000	0.0019	False	S2
ENSG00000187736.14	3	2	1.0000	0.0000	1.0000	0.0001	False	S1
ENSG00000105576.16	6	2	1.0000	0.0000	1.0000	17.3959	True	S1
ENSG00000185963.14	3	2	1.0000	0.0000	1.0000	0.0019	False	S1
ENSG00000182141.11	3	2	1.0000	0.0000	1.0000	0.0016	True	S1
ENSG00000099246.19	5	4	0.5500	0.4500	0.5000	0.2704	False	Mixed
ENSG00000197081.16	3	4	0.0000	1.0000	0.7500	0.0453	False	S2
ENSG00000198668.14	5	4	0.1333	0.8667	0.5000	0.1724	False	S2
ENSG00000144843.12	6	2	1.0000	0.0000	1.0000	0.0384	False	S1
ENSG00000111642.16	6	11	0.1080	0.8920	0.3636	0.0004	False	S2
ENSG00000129187.15	4	4	0.0000	1.0000	0.7500	0.2761	False	S2
ENSG00000196296.14	3	5	0.7000	0.3000	0.6000	0.0011	False	Mixed
ENSG00000198589.15	5	2	1.0000	0.0000	1.0000	0.2427	False	S1
ENSG00000116560.12	5	8	0.0476	0.9524	0.6250	0.3184	True	S2
ENSG00000167377.19	3	4	-0.0833	1.0833	0.5000	0.0205	True	S2
ENSG00000181722.18	7	4	0.2500	0.7500	0.7500	0.0197	True	S2
ENSG00000143321.19	5	7	0.1143	0.8857	0.4286	0.7809	False	S2
ENSG00000198105.16	6	4	0.6000	0.4000	1.0000	0.5499	True	Mixed
ENSG00000005810.20	8	6	-0.0667	1.0667	0.6667	0.2939	False	S2
ENSG00000141425.18	4	2	1.0000	0.0000	1.0000	0.0339	False	S1
ENSG00000077254.14	5	4	0.6667	0.3333	0.5000	0.1262	True	Mixed
ENSG00000146540.15	5	2	1.0000	0.0000	1.0000	2.4436	False	S1
ENSG00000123983.15	26	3	0.2021	0.7979	0.6667	0.0659	True	S2
ENSG00000121274.14	6	2	1.0000	0.0000	1.0000	2.3253	True	S1
ENSG00000082641.16	15	12	0.0014	0.9986	0.5000	0.0013	False	S2
ENSG00000196843.18	3	7	0.2857	0.7143	0.7143	0.5277	True	S2
ENSG00000112200.17	5	4	0.0877	0.9123	0.7500	0.2060	False	S2
ENSG00000092529.26	4	5	-0.1556	1.1556	0.6000	0.0591	True	S2
ENSG00000100280.17	6	2	1.0000	0.0000	1.0000	0.0000	True	S1
ENSG00000128513.16	3	2	-0.5000	1.5000	0.5000	0.0294	False	S2
ENSG00000153317.15	3	3	0.6667	0.3333	0.6667	0.1254	False	Mixed
ENSG00000104907.13	3	3	-0.3333	1.3333	0.6667	0.0022	False	S2
ENSG00000146592.17	3	5	0.8000	0.2000	0.8000	3.5857	True	S1
ENSG00000100523.17	6	2	1.0000	0.0000	1.0000	2.9878	False	S1
ENSG00000121022.14	3	3	0.6667	0.3333	0.6667	0.0707	False	Mixed
ENSG00000138757.15	28	4	0.0613	0.9387	0.5000	0.4764	True	S2
ENSG00000174233.12	4	2	-0.3333	1.3333	0.5000	0.3015	False	S2
ENSG00000196678.14	3	2	-1.0000	2.0000	0.5000	0.1564	False	S2
ENSG00000164022.18	4	3	-0.3333	1.3333	0.6667	0.0067	False	S2
ENSG00000054654.20	8	2	-0.3171	1.3171	0.5000	0.8258	True	S2
ENSG00000066382.17	5	2	-1.0000	2.0000	0.5000	0.0324	True	S2
ENSG00000173253.16	6	7	1.0000	0.0000	1.0000	1.6754	False	S1
ENSG00000197694.19	4	5	0.7333	0.2667	1.0000	0.3208	False	S1
ENSG00000149115.14	3	4	-0.0833	1.0833	0.5000	0.0841	False	S2
ENSG00000163596.17	3	2	-1.0000	2.0000	0.5000	0.0110	False	S2
ENSG00000130669.17	9	6	0.3333	0.6667	0.8333	0.0206	True	Mixed
ENSG00000091732.18	11	3	0.9198	0.0802	1.0000	0.3765	False	S1
ENSG00000121310.17	3	2	-0.5000	1.5000	0.5000	0.0058	False	S2
ENSG00000125952.21	5	11	0.3227	0.6773	0.8182	0.0604	False	Mixed
ENSG00000197448.14	5	2	0.6842	0.3158	1.0000	1.8160	False	Mixed
ENSG00000197905.10	3	7	0.3333	0.6667	0.7143	0.3192	False	Mixed
ENSG00000197323.12	3	4	1.0000	0.0000	1.0000	1.3799	False	S1
ENSG00000002016.18	4	4	0.8889	0.1111	1.0000	2.1846	False	S1
ENSG00000108946.17	9	3	0.5608	0.4392	0.6667	0.0041	False	Mixed
ENSG00000109381.21	6	5	0.2647	0.7353	0.6000	1.8929	True	S2
ENSG00000154380.19	9	2	1.0000	0.0000	1.0000	1.3227	True	S1
ENSG00000198561.16	24	3	-0.0526	1.0526	0.3333	0.0681	True	S2
ENSG00000179456.12	5	6	0.3333	0.6667	0.8333	0.0106	False	Mixed
ENSG00000167491.18	7	4	0.5975	0.4025	0.5000	0.0621	False	Mixed
ENSG00000198604.11	4	2	-1.0000	2.0000	0.5000	0.0071	False	S2
ENSG00000009413.17	4	3	1.0000	0.0000	1.0000	0.0119	False	S1
ENSG00000165280.18	5	9	0.3556	0.6444	0.4444	0.0010	False	Mixed
ENSG00000273899.5	4	3	1.0000	0.0000	1.0000	1.6361	False	S1
ENSG00000198373.13	3	5	0.3500	0.6500	0.6000	0.6235	False	Mixed
ENSG00000196235.14	4	5	0.2000	0.8000	0.8000	0.0000	False	S2
ENSG00000197111.16	19	7	0.6259	0.3741	0.7143	1.5198	False	Mixed
ENSG00000196182.11	10	5	1.0000	0.0000	1.0000	8.1129	True	S1
ENSG00000196419.13	4	7	0.0476	0.9524	0.7143	0.0537	False	S2
ENSG00000196576.16	3	3	1.0000	0.0000	1.0000	0.5532	True	S1
ENSG00000186635.16	4	2	0.3333	0.6667	1.0000	0.2494	True	Mixed
ENSG00000156515.25	4	2	-1.0000	2.0000	0.5000	0.0034	False	S2
ENSG00000197713.15	3	4	-0.2500	1.2500	0.5000	0.1716	False	S2
ENSG00000105393.16	4	2	1.0000	0.0000	1.0000	0.0476	False	S1
ENSG00000196535.20	6	6	0.9333	0.0667	1.0000	4.3371	False	S1
ENSG00000175224.17	4	2	1.0000	0.0000	1.0000	0.1034	False	S1
ENSG00000197965.12	5	3	1.0000	0.0000	1.0000	0.5227	True	S1
ENSG00000213853.10	3	2	1.0000	0.0000	1.0000	1.0923	False	S1
ENSG00000160299.19	12	2	-0.0968	1.0968	0.5000	0.2254	False	S2
ENSG00000221838.12	7	2	0.0588	0.9412	0.5000	0.0272	True	S2
ENSG00000198586.14	7	5	1.0000	0.0000	1.0000	4.9637	False	S1
ENSG00000143171.13	3	7	0.0476	0.9524	0.7143	0.0455	False	S2
ENSG00000197056.12	5	2	-0.5789	1.5789	0.5000	0.7467	False	S2
ENSG00000197429.11	3	3	1.0000	0.0000	1.0000	0.0054	True	S1
ENSG00000142949.17	6	3	-0.3333	1.3333	0.6667	0.3055	True	S2
ENSG00000197893.14	4	3	-0.4815	1.4815	0.3333	0.0848	False	S2
ENSG00000161547.17	4	5	0.2000	0.8000	0.8000	0.0006	False	S2
ENSG00000197576.15	3	5	0.1000	0.9000	0.8000	0.0550	False	S2
ENSG00000117266.16	6	4	0.5000	0.5000	0.7500	0.0268	True	Mixed
ENSG00000008441.19	8	5	0.4341	0.5659	0.6000	0.1005	True	Mixed
ENSG00000072274.14	7	6	0.2290	0.7710	0.6667	0.0509	True	S2
ENSG00000197798.9	3	2	1.0000	0.0000	1.0000	0.0247	False	S1
ENSG00000047849.22	8	4	0.8077	0.1923	1.0000	0.9373	False	S1
ENSG00000117362.13	5	3	-0.3333	1.3333	0.6667	0.0122	False	S2
ENSG00000147065.18	4	6	-0.2000	1.2000	0.5000	0.0007	True	S2
ENSG00000157087.20	8	5	-0.2000	1.2000	0.6000	0.0000	True	S2
ENSG00000065534.20	8	3	0.1647	0.8353	0.6667	2.5508	True	S2
ENSG00000079102.18	5	3	0.3684	0.6316	0.6667	0.0007	True	Mixed
ENSG00000138496.17	5	4	0.5556	0.4444	0.7500	0.0023	False	Mixed
ENSG00000070785.17	3	2	0.5000	0.5000	0.5000	0.0004	False	Mixed
ENSG00000134871.20	4	3	1.0000	0.0000	1.0000	1.7495	True	S1
ENSG00000196549.13	5	3	1.0000	0.0000	1.0000	0.0010	False	S1
ENSG00000170525.21	9	3	0.6667	0.3333	0.6667	4.7490	False	Mixed
ENSG00000112033.14	4	10	-0.1111	1.1111	0.5000	0.0025	True	S2
ENSG00000168000.16	4	2	1.0000	0.0000	1.0000	4.2520	False	S1
ENSG00000136021.19	3	4	-0.3333	1.3333	0.5000	0.0421	False	S2
ENSG00000170325.16	4	3	-0.3333	1.3333	0.6667	0.0031	True	S2
ENSG00000103248.19	6	2	1.0000	0.0000	1.0000	7.7043	True	S1
ENSG00000082805.21	7	3	0.4963	0.5037	0.6667	0.0010	False	Mixed
ENSG00000159202.18	4	2	1.0000	0.0000	1.0000	0.2003	True	S1
ENSG00000061676.16	7	2	0.3725	0.6275	0.5000	0.0094	False	Mixed
ENSG00000197879.17	4	5	-0.2000	1.2000	0.4000	0.0013	False	S2
ENSG00000085433.17	4	2	-0.2000	1.2000	0.5000	0.0070	False	S2
ENSG00000115415.21	5	12	0.2169	0.7831	0.6667	0.0022	False	S2
ENSG00000072518.23	8	8	0.0116	0.9884	0.3750	0.0033	True	S2
ENSG00000198836.11	13	5	0.3453	0.6547	0.6000	0.0118	True	Mixed
ENSG00000198898.16	3	2	1.0000	0.0000	1.0000	0.2968	False	S1
ENSG00000018625.15	6	4	0.0000	1.0000	0.7500	0.0057	True	S2
ENSG00000142864.15	4	3	-0.1333	1.1333	0.3333	0.0018	False	S2
ENSG00000074964.17	4	2	1.0000	0.0000	1.0000	3.9581	True	S1
